alpha,subset_ratio,repetition,os_time,os_beta_mse,os_sigma_mse,inr_time,inr_beta_mse,inr_sigma_mse
0.1,0.1,136,83.95907473564148,0.0010886689538644567,0.022391622774366734,91.17595672607422,0.0023695049335145713,0.3461470180784194
0.1,0.1,4,82.98362183570862,0.0008354943449094956,0.015557745733374923,102.23372650146484,0.0012004222806951748,0.019143074123588864
0.1,0.1,202,66.75969910621643,0.001396327186317311,0.01603726886278396,116.29483532905579,0.0002755451456091855,0.007131089246487454
0.1,0.1,235,76.86702013015747,4.663519219300424e-05,0.007283355045877793,109.38685059547424,0.00235929785534661,0.036981459610224914
0.1,0.1,37,73.10981917381287,0.0069549775336929884,0.07840065443637856,115.47637438774109,8.959084754636492e-05,0.004819452755151942
0.1,0.1,169,76.58067917823792,0.0019664106711234364,0.027198357418060627,115.46714353561401,0.0004895899137878552,0.010590135874162035
0.1,0.1,103,77.37452840805054,6.771201880774809e-05,0.006296344346767333,115.70060515403748,0.002338518206462848,0.02842135663462413
0.1,0.1,70,79.79430150985718,0.0030949644629498776,0.04288305646428539,113.69980955123901,9.451584326311202e-05,0.004668314605934313
0.1,0.1,137,20.458893299102783,0.009774231825645512,0.1210067934631515,68.67863845825195,0.0002328225469817741,0.00806046318012439
0.1,0.1,236,46.53562092781067,3.627789229531933e-05,0.005886727250699283,35.00458240509033,0.00011154039532511408,0.16392746127347213
0.1,0.1,203,51.6632924079895,0.0018854024600726445,0.027474590934390614,42.130192041397095,0.0004314716270051696,0.00874997723902737
0.1,0.1,5,50.0157413482666,0.0008246030500588355,0.014033158212116068,50.44334602355957,0.0007622476429632993,0.014759779703587574
0.1,0.1,38,44.36358976364136,0.0013504005984411645,0.011858759255360613,51.62354302406311,0.0005508157544402978,0.014936649176811447
0.1,0.1,104,42.93789839744568,0.0003908964932012074,0.005352947858005362,44.47565460205078,0.0012926074741380232,0.022322842994400252
0.1,0.1,170,45.284560441970825,0.00298284365162202,0.03256995481747313,49.270105838775635,8.993840493624253e-05,0.005138940845473322
0.1,0.1,71,42.16620087623596,0.00040087482946117147,0.011715580296496064,52.91041159629822,0.004319147554894596,0.0561807484173571
0.1,0.1,138,20.741137504577637,0.00043053681488123424,0.01144185986857152,64.51938223838806,0.004510344503105086,0.06020441957043815
0.1,0.1,204,44.56614542007446,4.5821138761736877e-05,0.009229653956300632,33.06859636306763,0.0004298608514863733,0.16984250853402683
