,seed,RMSE
0,0,0.18645454718314852
1,1,0.12219491800265345
2,2,0.12956471988241203
3,3,0.12530012673583246
4,4,0.1168805192852994
5,5,0.153921514638296
6,6,0.09754065035597746
7,7,0.1431155158492945
8,8,0.35412036622451026
9,9,0.10226272452070777
10,10,0.12104981152244695
11,11,0.13027744715977876
12,12,0.19892337867117507
13,13,0.1253855067887811
14,14,0.1511809862095756
15,15,0.0802760531816141
16,16,0.1641062770981442
17,17,0.08726439171113945
18,18,0.13380688921968392
19,19,0.12096909467720075
20,20,0.19544718534595137
21,21,0.14780767298960226
22,22,0.13268955479323197
23,23,0.1552313681837525
24,24,0.1265368669941662
25,25,0.17641716484246667
26,26,0.10826288599667074
27,28,0.09281224135655929
28,29,0.10589008293602023
29,30,0.11122560589186874
30,31,0.10445762738700418
31,32,0.08904906595338394
32,33,0.12901842590734053
33,34,0.19166066773652926
34,35,0.14823217057082202
35,36,0.16549393940810025
36,37,0.11136390689866536
37,38,0.17258373969021676
38,39,0.11985574206149953
39,40,0.14974490379301658
40,41,0.1306543919256508
41,42,0.1912418750748566
42,43,0.2016433761101887
43,44,0.13370371289815955
44,45,0.09234383523802883
45,46,0.09989983232924945
46,47,0.17187484742321235
47,48,0.15908976500520838
48,49,0.12207751621924694
49,50,0.18868157416711004
50,51,0.09359596087860263
51,52,0.09412959837038963
52,53,0.3853092586986035
53,54,0.13972120758999157
54,55,0.2396713515446186
55,56,0.23070546030606776
56,57,0.1707648912291214
57,58,0.13622197992762974
58,59,0.10472348888184958
59,60,0.17925846466665116
60,61,0.26453786820660885
61,62,0.1853565732286743
62,63,0.09414183304180353
63,64,0.12460902540433758
64,65,0.22613770606164674
65,66,0.20385338148778215
66,67,0.11107388139091166
67,68,0.12189576711824003
68,69,0.20468343173075948
69,70,0.13044691476324932
70,71,0.17508985562939833
71,72,0.12052578446570161
72,73,0.1558491251515587
73,74,0.15434165064347238
74,75,0.12721690966772023
75,76,0.20682096098713193
76,78,0.22176263000295388
77,79,0.18712071921716544
78,80,0.14430506892582828
79,81,0.24141611459284626
80,82,0.18340851267558722
81,83,0.28468619382099053
82,84,0.1286094141051812
83,85,0.17573783103728705
84,86,0.15548207254384774
85,87,0.2811494067557244
86,88,0.15492852873221066
87,89,0.19914248945261726
88,90,0.18708927623415236
89,91,0.17700761815768815
90,92,0.2958674371653113
91,93,0.21978030213077582
92,94,0.11988623669651677
93,95,0.10410441137667871
94,96,0.20262306745582695
95,97,0.1343391434436085
96,98,0.18221856839486164
97,99,0.11104450328314712
