alpha,subset_ratio,repetition,os_time,os_beta_mse,os_sigma_mse,inr_time,inr_beta_mse,inr_sigma_mse
0.1,0.5,140,195.84536266326904,8.440072524000386e-06,0.0011153593319250142,284.53782868385315,0.0026553105713880074,0.03635648632943071
0.1,0.5,74,205.56654953956604,9.546208379715261e-05,0.0017072025312129,282.85599660873413,0.0022509975976528133,0.02992002754294113
0.1,0.5,239,195.16744995117188,1.6619414218477123e-05,0.0019422309789891574,295.69463062286377,0.0030842394912817587,0.043933185477747515
0.1,0.5,206,202.78530859947205,7.324817402842222e-05,0.0017886674334345312,281.9952630996704,0.0023754641822523012,0.02870616401268726
0.1,0.5,173,199.8881356716156,1.342809839836508e-05,0.0009854624841515872,283.7203583717346,0.002625802696642382,0.035120045431937946
0.1,0.5,41,163.28869915008545,0.00023890686942820518,0.00337292529716559,322.28330421447754,0.001865025616376469,0.025249610027948136
0.1,0.5,8,164.5768461227417,0.00016402879884379172,0.0022026300052328403,334.2630159854889,0.002021301422030691,0.027227752419052932
0.1,0.5,107,161.73425436019897,3.7236095050130975e-06,0.0013142447173815743,328.70292949676514,0.0028773834687046717,0.03805395636161607
0.1,0.5,240,180.0903069972992,4.490987499095407e-06,0.0007386805164832233,280.5342917442322,0.0026943708014034113,0.036228789386277604
0.1,0.5,75,183.83757066726685,0.0001042762301068412,0.002335272594776319,280.2224600315094,0.0037106131371650295,0.04606664428567659
0.1,0.5,207,179.84948587417603,1.054265992753906e-05,0.0009526242688101256,288.7892436981201,0.0031482768160362162,0.0410639528070303
0.1,0.5,141,192.75174498558044,6.229539585459314e-06,0.0012866438647008232,294.723685503006,0.003034852683468969,0.04055601300438076
0.1,0.5,174,179.5463604927063,8.982691636918386e-06,0.0007618550889050364,298.4573664665222,0.002646072766916192,0.0363824597563179
0.1,0.5,42,176.04577946662903,8.42936101678403e-06,0.0013495556019762827,328.0925269126892,0.0031765896302699504,0.03937401249087531
0.1,0.5,108,169.230788230896,1.958650824233059e-06,0.0009440855783272003,332.4302268028259,0.0030172233791762705,0.03907147667291552
0.1,0.5,9,169.95992279052734,0.00014422842794263268,0.002901848720827729,340.4664750099182,0.0021017907349648213,0.027726036544046137
