,seed,RMSE,opt
0,0,0.34293425202028477,0
1,1,0.34248548075564905,0
2,2,0.3843920159711468,0
3,3,0.38528934223704076,0
4,4,0.35340942520238716,0
5,5,0.3355067701664501,0
6,6,0.3277199853152283,0
7,7,0.3753104271110777,0
8,8,0.3222505157741804,0
9,9,0.3873088844438026,0
10,10,0.3905129402132078,0
11,11,0.35670589072815845,0
12,12,0.36789979952972857,0
13,13,0.3902088805894077,0
14,14,0.37312243513086707,0
15,15,0.4194413145591518,0
16,16,0.38881169934010384,0
17,17,0.38658296912204176,0
18,18,0.37121306469059323,0
19,19,0.34827215551648316,0
20,20,0.35418404490567235,0
21,21,0.33334209058735664,0
22,22,0.3525993882027759,0
23,23,0.3474526433584298,0
24,24,0.34298993240676195,0
25,25,0.38392569500400686,0
26,26,0.3579626586303125,0
27,27,0.3512601444260648,0
28,28,0.34118480644985716,0
29,29,0.35177809995949083,0
30,30,0.3543694402754545,0
31,31,0.38939895343244924,0
32,32,0.39872013832547115,0
33,33,0.3545195173544756,0
34,34,0.33355131056392356,0
35,35,0.38069879035849263,0
36,36,0.38742479198183155,0
37,37,0.28679329217596106,0
38,38,0.37914975656687516,0
39,39,0.35261513261391153,0
40,40,0.3862627945045264,0
41,41,0.42093441639837303,0
42,42,0.36797470887098643,0
43,43,0.3333277049558177,0
44,44,0.3490106163988335,0
45,45,0.38542515447096476,0
46,46,0.40920849158855255,0
47,47,0.3403385767531428,0
48,48,0.41073905884036116,0
49,49,0.34628518940693187,0
50,50,0.349309206507326,0
51,51,0.3822944792966593,0
52,52,0.346325317711209,0
53,53,0.3652507863818946,0
54,54,0.39203465075247634,0
55,55,0.366576636359207,0
56,56,0.32263640075843575,0
57,57,0.37388473953298806,0
58,58,0.373911253968178,0
59,59,0.3751453074953351,0
60,60,0.3469836306979411,0
61,61,0.3845572237172894,0
62,62,0.3297339894001313,0
63,63,0.33557664333645343,0
64,64,0.13033605747256774,0
65,65,0.38220809595811106,0
66,66,0.4153041338161893,0
67,67,0.3768916643720113,0
68,68,0.38238204782838064,0
69,69,0.38004905494774743,0
70,70,0.36762102780959094,0
71,71,0.33640118629676624,0
72,72,0.38996472552954203,0
73,73,0.3801052610590837,0
74,74,0.3836699863086414,0
75,75,0.35092814150289725,0
76,76,0.36233907832558643,0
77,77,0.372519873055102,0
78,78,0.37290391869006234,0
79,79,0.34817788454672155,0
80,80,0.33202517985041585,0
81,81,0.38535926470822307,0
82,82,0.374113072382854,0
83,83,0.3509295763288191,0
84,84,0.37035491368166534,0
85,85,0.4014722889750202,0
86,86,0.3782718784902821,0
87,87,0.3648024602381937,0
88,88,0.34813536768202036,0
89,89,0.39200412386221933,0
90,90,0.35205059492011764,0
91,91,0.3499736065175098,0
92,92,0.3384888746868984,0
93,93,0.3710841177888119,0
94,94,0.3938302785014763,0
95,95,0.3141773360543531,0
96,96,0.3605474696378701,0
97,97,0.35206170957415966,0
98,98,0.39875284904420877,0
99,99,0.35153462271416686,0
100,100,0.4024250996098583,0
101,101,0.3600580028009664,0
102,102,0.38916679140848487,0
103,103,0.36950749958316575,0
104,104,0.3769041564274078,0
105,105,0.4111652511623284,0
106,106,0.3605325106692662,0
107,107,0.3461992650640845,0
108,108,0.37624289483249523,0
109,109,0.32385478337777146,0
110,110,0.35188259172802794,0
111,111,0.34031652414523705,0
112,112,0.4313829547530577,0
113,113,0.3734805188254784,0
114,114,0.38739455302226966,0
115,115,0.3846630092477667,0
116,116,0.3770870080726713,0
117,117,0.30660559929651837,0
118,118,0.3822118724156049,0
119,119,0.38516390497514413,0
120,120,0.34474623572588553,0
121,121,0.3288279705458719,0
122,122,0.3905557564439817,0
123,123,0.3963050250227526,0
124,124,0.3509217005574734,0
125,125,0.35447879560476286,0
126,126,0.38110793709935764,0
127,127,0.36938097484398963,0
128,128,0.3459266447531591,0
129,129,0.4103995524169365,0
130,130,0.3918987254049644,0
131,131,0.34768183960630455,0
132,132,0.37165210432003287,0
133,133,0.355889432918373,0
134,134,0.3533091963010205,0
135,135,0.2938408023639042,0
136,136,0.3744029529565986,0
137,137,0.3716329025332225,0
138,138,0.36121337334766246,0
139,139,0.31379165959590205,0
140,140,0.363495193327908,0
141,141,0.37729324859167584,0
142,142,0.33395738194071106,0
143,143,0.40660558125295704,0
144,144,0.37749175637866095,0
145,145,0.436268052626571,0
146,146,0.33461358392848123,0
147,147,0.08304612309245081,0
148,148,0.35888920572216665,0
149,149,0.32811659277659927,0
150,150,0.38587467022187705,0
151,151,0.30444734818549957,0
152,152,0.3619897120409191,0
153,153,0.3582837382517938,0
154,154,0.3658407008018206,0
155,155,0.4022086428534312,0
156,156,0.357306786760399,0
157,157,0.35163571024317913,0
158,158,0.3654581890298231,0
159,159,0.3647818886606967,0
160,160,0.36072063574982727,0
161,161,0.3720688584720166,0
162,162,0.3512665105542719,0
163,163,0.3098675965374208,0
164,164,0.35237365382911756,0
165,165,0.4309715615840117,0
166,166,0.3738044299657363,0
167,167,0.343825704332363,0
168,168,0.358542802744995,0
169,169,0.379374810286227,0
170,170,0.3237399512226083,0
171,171,0.36535181839842934,0
172,172,0.3962442549439656,0
173,173,0.33164202164216916,0
174,174,0.3813625910527174,0
175,175,0.3626990617628103,0
176,176,0.3783123094248065,0
177,177,0.33809249242943384,0
178,178,0.33993339937603256,0
179,179,0.35281261695287003,0
180,180,0.3807284713125754,0
181,181,0.3185053956822637,0
182,182,0.3294431572421696,0
183,183,0.3186982903553742,0
184,184,0.36005513326917976,0
185,185,0.39313200372187274,0
186,186,0.366680986729824,0
187,187,0.3734213302191461,0
188,188,0.34259901552235905,0
189,189,0.3804950205667551,0
190,190,0.3844043247340021,0
191,191,0.36440597790644186,0
192,192,0.344826135523091,0
193,193,0.35712935097209886,0
194,194,0.39206643342567615,0
195,195,0.3507833567564738,0
196,196,0.3729056268312251,0
197,197,0.338976365938674,0
198,198,0.3742157071841428,0
199,199,0.37259257158702014,0
200,200,0.36608882652216035,0
201,201,0.3550598334368357,0
202,202,0.34939543620706803,0
203,203,0.3178473907769427,0
204,204,0.3368574807088986,0
205,205,0.36990157699435006,0
206,206,0.4094044245306276,0
207,207,0.3064502344075385,0
208,208,0.35642303262277686,0
209,209,0.2868327060843963,0
210,210,0.07806777487378204,0
211,211,0.3279417179962086,0
212,212,0.3352142242191673,0
213,213,0.06461575912510771,0
214,214,0.35502952333642973,0
215,215,0.38159593797663655,0
216,216,0.35904798784200254,0
217,217,0.3512776027600124,0
218,218,0.38446023716500843,0
219,219,0.34417696240381346,0
220,220,0.3313019818940645,0
221,221,0.34899105934415653,0
222,222,0.3599004837947678,0
223,223,0.3817170139794722,0
224,224,0.3763208877183698,0
225,225,0.36283873844962794,0
226,226,0.38300414897775675,0
227,227,0.35644680324889977,0
228,228,0.3733355201528278,0
229,229,0.33768943938276763,0
230,230,0.3924571029142007,0
231,231,0.3381135478393588,0
