alpha,subset_ratio,repetition,os_time,os_iter,os_beta_mse,os_sigma_mse,inr_time,inr_iter,inr_beta_mse,inr_sigma_mse
0.5,0.1,28,122.62823724746704,1,4.1291544629991586e-05,0.0017186714555033431,147.7339870929718,2,4.443319630827195e-05,0.001745445788002605
0.5,0.1,29,115.09697604179382,1,7.498000160922283e-07,0.0010534408632806394,151.62494921684265,2,8.023563577651329e-07,0.0010582996260994275
0.5,0.1,30,128.05889201164246,1,0.0003523150812084991,0.005833155422975241,142.29944252967834,2,0.0003483997307288443,0.005783239224252201
0.5,0.1,91,118.06322884559631,1,3.372177645092671e-05,0.0013552046583365856,183.49244928359985,3,2.95980836947508e-05,0.0012968156555080912
0.5,0.1,31,115.05220937728882,1,2.045179714443062e-05,0.0014179012580582755,144.02519130706787,2,2.223237571509557e-05,0.001435237837583031
0.5,0.1,154,125.49458599090576,1,2.6263087742416345e-05,0.0015421620894134176,147.73361372947693,2,2.7408547559771666e-05,0.0015563083381089193
0.5,0.1,217,126.08949327468872,1,0.00017898351377510914,0.0028106173894945612,179.62893795967102,3,0.00016885683060563277,0.002691688441490621
0.5,0.1,280,121.38327980041504,1,6.854346799936416e-07,0.000977699013379265,192.21126294136047,3,9.247315557280937e-07,0.0009952774404535436
0.5,0.1,155,117.85275673866272,1,6.274529185653884e-07,0.001395106401838839,152.22559237480164,2,8.156983004649364e-07,0.0014145856121982655
0.5,0.1,218,118.52583527565002,1,1.5250766140690368e-05,0.0013515511159941126,152.2472972869873,2,1.622057268494773e-05,0.0013650667894139121
0.5,0.1,281,112.80097985267639,1,9.645124966863833e-05,0.0020855158248069936,192.4137101173401,3,8.788218436662326e-05,0.0019887373746356966
0.5,0.1,156,127.70328617095947,1,0.00011354250585898689,0.0017972891425911746,152.86485481262207,2,0.00011832656109750521,0.0018487948846786365
0.5,0.1,219,120.27923679351807,1,0.00014588316374118394,0.0031910026315793505,186.07565569877625,3,0.00013471437877489147,0.003041697381213789
0.5,0.1,157,116.73474550247192,1,1.3141474802493788e-05,0.0008811232840358003,153.47933292388916,2,1.2483218370939846e-05,0.0008750625786527645
0.5,0.1,406,119.94728493690491,1,0.00018695635360646464,0.0034855231034640294,154.61241102218628,2,0.0001822166445489786,0.0034287333267033985
0.5,0.1,158,119.98023772239685,1,0.00035551401982830645,0.0053218187863418006,143.76184797286987,2,0.00034899773494114666,0.005241465552445967
0.5,0.1,469,120.26270723342896,1,8.752894936022188e-05,0.0025323887399932494,159.00468945503235,2,8.273516209708765e-05,0.0024658512976427254
0.5,0.1,159,119.39425301551819,1,7.426929053732811e-05,0.0018508867565173396,186.9458134174347,3,6.736265845570456e-05,0.001767767531166981
0.5,0.1,470,131.78681874275208,1,2.922623881455577e-06,0.0011126041896918778,154.51804780960083,2,3.4603681757550594e-06,0.0011128182012399292
0.5,0.1,160,115.99463510513306,1,0.00020490385024702525,0.0026998611906585797,153.97149276733398,2,0.00020249749418283395,0.002675598777395721
0.5,0.1,161,121.59035062789917,1,7.5781167376839964e-06,0.000603076541173573,157.16639399528503,2,8.150472078618433e-06,0.000607540600793254
0.5,0.1,162,119.0709719657898,1,3.52380785140009e-05,0.0015213460524346088,163.12837862968445,2,3.4148082702042696e-05,0.001507027744482074
0.5,0.1,163,114.52351260185242,1,6.498893477055768e-05,0.002254608610356557,162.20480346679688,2,6.258721280673049e-05,0.002221951286426164
0.5,0.1,164,126.70368838310242,1,0.0002392089832923593,0.0037451230491115824,197.43211722373962,3,0.0002540573740344141,0.003910316567291916
0.5,0.1,165,121.0138611793518,1,0.0002746145394190036,0.003990549525254105,197.10664081573486,3,0.0002642550233727085,0.0038677516807898503
0.5,0.1,166,116.86885809898376,1,6.140199972799221e-05,0.0019059904035468845,159.9166021347046,2,6.41872457450676e-05,0.0019427645535517425
0.5,0.1,167,116.92468571662903,1,1.1725892763301088e-05,0.0014193176862740916,193.61181211471558,3,1.3935344483710117e-05,0.0014358368718059053
0.5,0.1,168,126.6010992527008,1,0.00011619500557893272,0.0025328299965593055,158.65528345108032,2,0.00011872111765172533,0.0025619098131224303
0.5,0.1,169,121.14588809013367,1,3.472168963031308e-05,0.0016495466966601163,194.6941201686859,3,3.853130209472587e-05,0.0017168485663549996
0.5,0.1,170,122.83579707145691,1,5.625817821130392e-07,0.0011472161465792443,157.27038502693176,2,6.574101054329492e-07,0.0011509549286767013
0.5,0.1,0,123.3097472190857,1,0.0004109551919564889,0.007831819786671133,155.02902841567993,2,0.00040570952646441,0.007758396837798124
0.5,0.1,171,125.44408845901489,1,0.0002591966981832504,0.00428288736508552,159.78832530975342,2,0.0002673626703564321,0.004386255151104871
0.5,0.1,1,117.91413426399231,1,8.677008956784299e-07,0.0012744966376094045,196.2123293876648,3,7.434161537031767e-07,0.0012851494037712595
0.5,0.1,2,116.69774580001831,1,6.83913659895663e-05,0.0016786498279950045,165.39780116081238,2,7.216860969937554e-05,0.0017135886299096267
0.5,0.1,3,123.1122989654541,1,0.00026937350086363436,0.004573364921582439,194.11582779884338,3,0.000255998035731707,0.004400678320893034
0.5,0.1,4,122.71008110046387,1,0.0001174829271314181,0.0030079963840767537,195.74742794036865,3,0.00010948537245337664,0.0028890517928606718
0.5,0.1,5,119.37133955955505,1,2.7646981364425717e-05,0.0013900285237257268,196.52735590934753,3,2.3574729406571226e-05,0.001330129428782298
