,seed,RMSE
0,1,0.35068089795011687
1,2,0.3745927250213198
2,3,0.3713090313037192
3,4,0.3963239593107548
4,5,0.3870106914143863
5,6,0.37363855453325917
6,7,0.3601512525198432
7,8,0.37605400505007797
8,9,0.37030636534171957
9,10,0.43681062099540025
10,11,0.36903940439834876
11,12,0.35919797120527375
12,13,0.36457746538363817
13,14,0.4028660436018505
14,15,0.4186629678589626
15,16,0.3579137617650743
16,17,0.34668131824984655
17,18,0.3718159657897698
18,19,0.34936220739099877
19,20,0.34801257752409015
20,21,0.3636738314296148
21,22,0.338172274078937
22,23,0.4113224099000872
23,24,0.36600091850168165
24,25,0.41214035343196714
25,26,0.3917414450483557
26,27,0.3517072279771736
27,28,0.36100810522660837
28,29,0.3901581114363367
29,30,0.3597752446207985
30,31,0.4073907895268154
31,32,0.35543027878050854
32,33,0.3720934775420874
33,34,0.37133705031262987
34,35,0.3386612443989032
35,36,0.3724168341882598
36,37,0.4029333494044479
37,38,0.324278439594225
38,39,0.3837169580843005
39,40,0.36212920237405644
40,41,0.4013684716680514
41,42,0.4015573040549466
42,43,0.3602606966172103
43,44,0.42790596403596187
44,45,0.3825766115123542
45,46,0.3985170982077404
46,47,0.3899966407174536
47,48,0.40246717021255407
48,49,0.36544338100989565
49,50,0.3603163841750231
50,51,0.3543629380767746
51,52,0.3524948898251155
52,53,0.38970169176461017
53,54,0.38471561764420015
54,55,0.4288585894546451
55,56,0.3863898551850547
56,57,0.3645848470226761
57,58,0.4423577820825953
58,59,0.41508900087797795
59,60,0.38312951260214845
60,61,0.3678788573006615
61,62,0.3927620864225036
62,63,0.3735389234383786
63,64,0.4189513848567248
64,65,0.3730157909243313
65,66,0.3591786199301041
66,67,0.34816959035882833
67,68,0.3764236661416513
68,69,0.3765260943373931
69,70,0.35223161450025153
70,71,0.368170971025457
71,72,0.36652001016168595
72,73,0.3822633126894522
73,74,0.3757413395278783
74,75,0.360464057641353
75,76,0.38275824042982803
76,77,0.43681592065793307
77,78,0.38897664143021016
