,seed,RMSE
0,1,0.3607867362660569
1,2,0.3980636916289838
2,3,0.38206839682179494
3,4,0.40359235520641135
4,5,0.386190345156632
5,6,0.3841102734444962
6,7,0.383972584101665
7,8,0.36843168178923036
8,9,0.34769549127274946
9,10,0.02266586346749063
10,11,0.37751914953089
11,12,0.3768834942338301
12,13,0.38080302791027315
13,14,0.41627045394173146
14,15,0.4313214338786966
15,16,0.37312062543617464
16,17,0.35034561570146705
17,18,0.3734771848616969
18,19,0.36213798273005976
19,20,0.364317191952079
20,21,0.3688096606879273
21,22,0.337049638038409
22,23,0.39606139968735793
23,24,0.3967598458513346
24,25,0.42438624812287107
25,26,0.393201615379059
26,27,0.36501689298374385
27,28,0.37249725400154554
28,29,0.39751285934391895
29,30,0.3702040996498045
30,31,0.42096152453420477
31,32,0.37940160651958377
32,33,0.3919686818289898
33,34,0.38031430931754556
34,35,0.3453373713729314
35,36,0.3650989800381384
36,37,0.3984288435770158
37,38,0.3290894672460372
38,39,0.41304345037098344
39,40,0.3661458051804124
40,41,0.3894069331117027
41,42,0.37513072870805414
42,43,0.35148171575341125
43,44,0.037396922822259225
44,45,0.3865797900202691
45,46,0.39504535145913766
46,47,0.37529926620355764
47,48,0.40631254510931947
48,49,0.3758673688128762
49,50,0.38087004068967784
50,51,0.3520692250701178
51,52,0.3589655626855627
52,53,0.4176576134547425
53,54,0.4105942603500058
54,55,0.42554966122150883
55,56,0.3641718768541281
56,57,0.3656562632461412
57,58,0.388839105944237
58,59,0.4259929134934368
59,60,0.36229758076582824
60,61,0.36205665553294286
61,62,0.38147103727720044
62,63,0.3740486771303588
63,64,0.02902812730234235
64,65,0.36693366311203657
65,66,0.3294026612898001
66,67,0.3688340268425755
67,68,0.36720040925140035
68,69,0.38281926240410097
69,70,0.3772986424239752
70,71,0.37775928803996855
71,72,0.37279323087265714
72,73,0.38255509221318557
73,74,0.37921786995803747
74,75,0.38222118534500904
75,76,0.0271754044413857
76,77,0.3958187852822874
77,78,0.3943905044945152
78,79,0.38068170494147197
79,80,0.3958916129413924
80,81,0.3911353256931907
81,82,0.413158930962048
82,83,0.3923728680270497
83,84,0.3943078155872407
84,85,0.38686690159122394
85,86,0.4158782242259298
86,87,0.40532206759173917
87,88,0.36901361313884795
88,89,0.38950291465682135
89,90,0.38616114251750167
90,91,0.39195315375113415
91,92,0.3788456189252042
92,93,0.37028928225737945
93,94,0.36324093929506224
94,95,0.3677397696610948
95,96,0.395287442700178
96,97,0.04614497577162214
97,98,0.33311761809355833
98,99,0.38806804668908257
99,100,0.39550379686048276
100,101,0.40333694736837034
101,102,0.40542369574090525
102,103,0.39213294986296193
103,104,0.38126863943061684
104,105,0.3709681106023798
105,106,0.39686527393283466
106,107,0.3828237123357456
107,108,0.37752700363353076
108,109,0.3962447579133596
109,110,0.410792859993049
110,111,0.3667794593881477
111,112,0.024932485062534638
112,113,0.3838202825519406
113,114,0.41252596366031646
114,115,0.36416523459732014
115,116,0.34294321991048393
116,117,0.3979890678007629
117,118,0.40078837484431534
118,119,0.38872421128527657
119,120,0.37100665686282536
120,121,0.3696281053657248
121,122,0.341202425403968
122,123,0.3835332958532014
123,124,0.41038253687720966
124,125,0.3613456617498353
125,126,0.3645918804388289
126,127,0.3648178508419535
127,128,0.35773998968673015
128,129,0.371591371434552
129,130,0.39164681175353705
130,131,0.38436637027560355
131,132,0.40688275866017287
132,133,0.36118150373368385
133,134,0.36316206951041075
134,135,0.3382658518681452
135,136,0.386457344736375
136,137,0.40891658007130083
137,138,0.38006097905947855
138,139,0.05203050380232927
139,140,0.38667658063192184
140,141,0.375464152576053
141,142,0.4029303996028908
142,143,0.3786881618273013
143,144,0.3906031570283605
144,145,0.4020077890506711
145,146,0.3691948389163058
146,147,0.40053814112558006
147,148,0.39794199723805646
148,149,0.36766914507400633
149,150,0.4029922642440485
150,151,0.38546704911254775
151,152,0.3849576720686368
152,153,0.3412150712183108
153,154,0.3942890937243002
154,155,0.42483935346357443
155,156,0.400286250927522
156,157,0.3997370429737828
157,158,0.38629247673147593
158,159,0.36993323991398885
159,160,0.04914999031521862
160,161,0.40259123246815653
161,162,0.3577983366395623
162,163,0.37655440806115537
163,164,0.3608588517905413
164,165,0.3915279283972771
165,166,0.3870716812068321
166,167,0.38531665756197514
167,168,0.35964176744220105
168,169,0.36170054008409847
169,170,0.3899727093858759
170,171,0.404708206164718
171,172,0.3916201238732626
172,173,0.3978151055393196
173,174,0.3360717526720094
174,175,0.37680796667911165
175,176,0.3704007940895878
176,177,0.3754371707118255
177,178,0.3744573450101982
178,179,0.37257151733032196
179,180,0.37959644697260086
180,181,0.3808097648631535
181,182,0.3484648369857846
182,183,0.027067078829132608
183,184,0.40150768281358734
184,185,0.3689087126344282
185,186,0.4004925287551234
186,187,0.3991558813644467
187,188,0.3886886119208603
188,189,0.3805771318396064
189,190,0.390274178725506
190,191,0.3367467444081187
191,192,0.3925482158126858
192,193,0.3684854504162423
193,194,0.367045433521842
194,195,0.3904073431438415
195,196,0.3942650349159171
196,197,0.38466326432674935
197,198,0.3722288855151636
198,199,0.025477237404959916
199,200,0.3991762418670262
200,201,0.36719506321909856
201,202,0.3834365915392497
202,203,0.3790833128743602
203,204,0.3615064490840205
204,205,0.33916337917575257
205,206,0.3921760144461415
206,207,0.36614389772423717
207,208,0.41277039230895296
208,209,0.395146959943431
209,210,0.4041003523209964
210,211,0.41442937946515174
211,212,0.3839273316238522
212,213,0.35511896512426067
213,214,0.3460435773359286
214,215,0.3971750292519135
215,216,0.3754519311415231
216,217,0.37024369821272896
217,218,0.39236257306036676
218,219,0.38735353604252215
219,220,0.40844652521899355
220,221,0.3689215354372814
221,222,0.3578074730792467
222,223,0.3301929214250941
223,224,0.35187456141585466
224,225,0.39431111239379607
225,226,0.3667851567359239
226,227,0.37873429343241294
227,228,0.3780976936699768
228,229,0.36671299201757257
229,230,0.3777509855576023
230,231,0.3955517955149866
231,232,0.3826701594620647
232,233,0.41243969853227186
233,234,0.38685301631704005
234,235,0.43160695103744695
235,236,0.37960199569622555
236,237,0.3795211112102306
237,238,0.40035849466804796
238,239,0.3817125524601805
239,240,0.35318707890257117
240,241,0.37808100969230135
241,242,0.3652207178222235
242,243,0.4008613907724626
243,244,0.39675298870118736
244,245,0.373628903672159
245,246,0.36971963816438747
246,247,0.3894445582561951
247,248,0.35433824000399194
248,249,0.3661075225767979
249,250,0.353384485331651
250,251,0.3756847599012325
251,252,0.35363095607213574
252,253,0.37065347926854464
253,254,0.38318832771927025
254,255,0.38350816075733235
255,256,0.3866094094285579
256,257,0.3708305657994173
257,258,0.36922594277712534
258,259,0.4058409268415016
259,260,0.37989542961106715
260,261,0.3731253446417425
261,262,0.39754124718367656
262,263,0.3926689955655619
263,264,0.3756543079802524
264,265,0.020973647853968297
265,266,0.3765979598892576
266,267,0.353832150420507
267,268,0.38429830847908364
268,269,0.36359171904434623
269,270,0.40201756202405503
270,271,0.3657550900848355
271,272,0.40439072675922033
272,273,0.3612991461522101
273,274,0.39016129497286467
274,275,0.3448706000024426
275,276,0.39619226903489974
276,277,0.3884102838597766
277,278,0.3788291853651028
278,279,0.38696119424351266
279,280,0.4099699655482865
280,281,0.38336517748398163
281,282,0.3904977693414994
282,283,0.4083239445573595
283,284,0.39932625062785365
284,285,0.4059056123104941
285,286,0.34477062584989765
286,287,0.3629024510704213
287,288,0.3825480257177131
288,289,0.38139583974759
289,290,0.3965104447661736
290,291,0.3678491597271351
291,292,0.42255791407688725
292,293,0.3662225248057005
293,294,0.37339913422946847
294,295,0.3326866596016367
295,296,0.3599395312828912
296,297,0.3874948829743671
297,298,0.3575239581879198
298,299,0.3974545805291703
299,300,0.3845288082799495
300,301,0.40237101663889624
301,302,0.38047338650109064
302,303,0.3860405768091785
303,304,0.3975916232042945
304,305,0.34774520472993947
305,306,0.3887448742975133
306,307,0.41598139924393324
307,308,0.36824541081995327
308,309,0.34627265525446466
309,310,0.4026777151597155
310,311,0.38959370748978467
311,312,0.4024129589068859
312,313,0.3875716182987777
313,314,0.36561913648167166
314,315,0.38310772412493993
315,316,0.3885294619663683
316,317,0.3964085819104147
317,318,0.3862159990945575
318,319,0.36137283951194027
319,320,0.3581022407358807
320,321,0.3992646775228071
321,322,0.38508372761135773
322,323,0.3944889080046965
323,324,0.3592059742004297
324,325,0.3892907974738567
325,326,0.3595175007306005
326,327,0.39847354036167176
327,328,0.3525667951171836
328,329,0.3939545345508439
329,330,0.38207404690485575
330,331,0.3690213552297216
331,332,0.34982837632511776
332,333,0.3756311605252402
333,334,0.38514992863437164
334,335,0.43566573253322055
335,336,0.35639676322761327
336,337,0.3807926955157202
337,338,0.36125815295723407
338,339,0.37771591757882733
339,340,0.4045954427223437
340,341,0.33665796192803327
341,342,0.35079267473251224
342,343,0.3513748866681565
343,344,0.3895359617387047
344,345,0.35911439793529526
345,346,0.029586538714127888
346,347,0.37530883416344485
347,348,0.38003816682087876
348,349,0.35431896133026947
349,350,0.40554674377517375
350,351,0.3963062507545555
351,352,0.39600035763689523
352,353,0.37452316266241226
353,354,0.35255441407592736
354,355,0.3722918547217836
355,356,0.39863105806030036
356,357,0.3684539756017479
357,358,0.39607918427224803
358,359,0.3872227866813764
359,360,0.3695035062384698
360,361,0.4030005022505325
361,362,0.35986728993097256
362,363,0.38353315834144686
363,364,0.3928657460424236
364,365,0.3892726978104306
365,366,0.35828522645519334
366,367,0.3890683048143646
367,368,0.4046565335093573
368,369,0.39200694287718585
369,370,0.39271044305998076
370,371,0.37073278051603353
371,372,0.37314181785675105
372,373,0.39610588327244434
373,374,0.4252527454552484
374,375,0.028685828425452857
375,376,0.38843833473892914
376,377,0.38577532218947724
377,378,0.38564769907161744
378,379,0.3978031705084743
379,380,0.3874257301690974
380,381,0.4039983446927162
381,382,0.03509657763027695
382,383,0.38283276069547545
383,384,0.3916220945798496
384,385,0.357478771274708
385,386,0.3939696101709458
386,387,0.3903639321906405
387,388,0.39573142822959373
388,389,0.3700812272825639
389,390,0.4034498772816398
390,391,0.37259053042809737
391,392,0.41029733515896283
392,393,0.3362436846534517
393,394,0.38962816929628774
394,395,0.37395793525463866
395,396,0.3917868471700906
396,397,0.3476455503431174
397,398,0.3716420627420973
398,399,0.03142070259319517
399,400,0.3575894030849766
400,401,0.40406456569970267
401,402,0.349340373621808
402,403,0.42313804502732166
403,404,0.3694954936487697
404,405,0.3374350972940781
405,406,0.3581101802675974
406,407,0.3647293779701224
407,408,0.39135291366225405
408,409,0.37276384057824286
409,410,0.40223787944077305
410,411,0.36175862957749333
411,412,0.3545861114030302
412,413,0.3783983260653965
413,414,0.3954828388057313
414,415,0.3334416238299853
415,416,0.03814632171679859
416,417,0.40312019329399323
417,418,0.36679447013815963
418,419,0.401904323459027
419,420,0.36812284141725676
420,421,0.3811065537353911
421,422,0.3889122482417358
422,423,0.31863124024128553
423,424,0.3849251041074245
424,425,0.3660737910215172
425,426,0.4172514976819986
426,427,0.40766889875489437
427,428,0.4052215131656901
428,429,0.3957704334902501
429,430,0.36047060898179734
430,431,0.39411408458055075
431,432,0.39402293105991926
432,433,0.3922848204700514
433,434,0.3555320869252781
434,435,0.37891842939607195
435,436,0.3691468872546636
436,437,0.4005760996500547
437,438,0.4030650489782511
438,439,0.3785348177116867
439,440,0.37405022532277854
440,441,0.3628358523957507
441,442,0.44038337532837585
442,443,0.37515491527923156
443,444,0.3638312316326279
444,445,0.3868967968487172
445,446,0.40160822449852024
446,447,0.39031076364303424
447,448,0.40529926700177654
448,449,0.3515453768943116
449,450,0.42070609366280104
450,451,0.40173691029024083
451,452,0.35123005960743464
452,453,0.03212653444448843
453,454,0.4293293014260357
454,455,0.382544512558212
455,456,0.4022000727360856
456,457,0.37194593289346967
457,458,0.4085732330415376
458,459,0.4061421501863522
459,460,0.36847185278853056
460,461,0.4115672952380457
461,462,0.37227380927296816
462,463,0.36089232537678406
463,464,0.38316322385260493
464,465,0.36101103443130195
465,466,0.39425648393577944
466,467,0.37753137498216566
467,468,0.3729201796229227
468,469,0.40409117782895354
469,470,0.3675809424535564
