,seed,N,n,alpha,M,K,OMR,CMR(0.1),CMR(0.05),CMR(0.01),ELC(0.1),ELC(0.05),ELC(0.01)
0,0,2000,1000,0.25,72,2,0.023,0.006670372429127293,0.1005,0.0017123287671232876,0.124,0.0006049606775559589,0.1735
