,seed,N,n,alpha,M,K,init_beta,init_sigma,os_beta,os_sigma,ts_beta,ts_sigma,ms_beta,ms_sigma,oracle_beta,oracle_sigma
0,0,2000,1000,0.25,72,2,0.010558885919861984,0.4596246256482248,0.014123843215544487,0.2711378165788491,0.0076972767475670355,0.2711378165788491,0.007766429337984894,0.2711378165788491,0.0074746868056433805,0.1850657790596532
