,seed,n,alpha,M,K,init_beta,init_sigma,os_beta,os_sigma,ts_beta,ts_sigma,ms_beta,ms_sigma,oracle_beta,oracle_sigma
61,61,1000,0.25,72,2,0.017062805300593,0.4645575654966708,0.0148309175933446,0.2499038756545744,0.0111760188163251,0.2499038756545744,0.0102089780338671,0.2499038756545744,0.0093019421262011,0.1569088067021552
61,61,1000,0.5,72,2,0.0059570759621464,0.2657223832592227,0.0039460632988597,0.1301544497156672,0.0037968225830007,0.1301544497156672,0.0037875316597651,0.1301544497156672,0.0037342157231744,0.1149108320426783
311,61,1000,0.75,72,2,0.0057313571805729,0.1843709063920623,0.0102317572253504,0.0888105239286054,0.0092119585239822,0.0888105239286054,0.0092261076360854,0.0888105239286054,0.0083680662746085,0.0892713473095845
561,61,1000,1.0,72,2,0.0104405000460746,0.1724970838597216,0.0112268399121852,0.0801097707433703,0.0106923105769442,0.0801097707433703,0.0107066145140295,0.0801097707433703,0.0099951001270567,0.0743059332530248
561,61,2500,0.25,159,2,0.0057170982490547,0.2331848098976691,0.0029221398554971,0.1206258327852094,0.0030680688251983,0.1206258327852094,0.0030605081337286,0.1206258327852094,0.0032369821665912,0.1050952299758018
1061,61,2500,0.5,159,2,0.0018620256885859,0.1375164213424347,0.0016396921383589,0.0757438610159756,0.001492445217796,0.0757438610159756,0.0014941031657634,0.0757438610159756,0.0012873713214215,0.0716190992114572
811,61,2500,0.75,159,2,0.0019116534204658,0.0945826363416024,0.0015338532477859,0.0548286080994381,0.0015358998352476,0.0548286080994381,0.0015358616467212,0.0548286080994381,0.001554654963246,0.0547870176339598
1561,61,2500,1.0,159,2,0.0026226930739786,0.0981376083302669,0.0018739734463304,0.0528078631882039,0.0019260943621972,0.0528078631882039,0.001925613291916,0.0528078631882039,0.0020256037330304,0.0489041561817854
1061,61,5000,0.25,293,2,0.0050393246138447,0.1254187022850955,0.0030362408921626,0.0632969457456752,0.0031787308273375,0.0632969457456752,0.003177879046243,0.0632969457456752,0.0032208711796029,0.0633240487490342
2061,61,5000,0.5,293,2,0.0022640139254664,0.0787906317567149,0.0021746413321399,0.0470032400342466,0.002241876949794,0.0470032400342466,0.0022415776706092,0.0470032400342466,0.0021535225192288,0.046411981351911
1311,61,5000,0.75,293,2,0.0011568384403791,0.0629224693630538,0.0008749066965317,0.0411738403327814,0.0008855748444875,0.0411738403327814,0.0008855325677133,0.0411738403327814,0.0008938471877893,0.0410051156468443
2561,61,5000,1.0,293,2,0.0007439731101788,0.0513188255096303,0.0007345690865667,0.038535612543828,0.0007087651101106,0.038535612543828,0.0007087800381114,0.038535612543828,0.0007164758275608,0.0385176406541305
62,62,1000,0.25,72,2,0.011827778894529,0.4382380414146415,0.0142250627154159,0.2416050264142044,0.0101475413794747,0.2416050264142044,0.0109567788208277,0.2416050264142044,0.0092713822426798,0.1262458014338251
62,62,1000,0.5,72,2,0.0094572804695627,0.2739811475352414,0.0057311562037252,0.1455728522104607,0.0059142880111395,0.1455728522104607,0.0059060660268204,0.1455728522104607,0.0053993311749951,0.1351153283249937
312,62,1000,0.75,72,2,0.0057595338332259,0.1934024439486004,0.0053486395447427,0.1050672186256983,0.0050680199986056,0.1050672186256983,0.0050744101198636,0.1050672186256983,0.0050563284818766,0.0976134781397569
562,62,1000,1.0,72,2,0.0059910925940409,0.171501145000792,0.0041149025768454,0.0760846615640931,0.0043395818721177,0.0760846615640931,0.0043334043260308,0.0760846615640931,0.0042898132694051,0.0713251583818077
562,62,2500,0.25,159,2,0.0041816951973732,0.2324432764967433,0.0027109444029895,0.1227718638805387,0.0027491085093594,0.1227718638805387,0.0027424716352484,0.1227718638805387,0.0028343286120526,0.1073285905536588
1062,62,2500,0.5,159,2,0.0028840960140508,0.1411994248962638,0.0015394336967581,0.0710517732077543,0.0015558988541368,0.0710517732077543,0.0015554933047626,0.0710517732077543,0.0015897169181435,0.0654030097023352
812,62,2500,0.75,159,2,0.0033711166432023,0.1005859587520803,0.0022355777481726,0.0631581270873199,0.0021848953700936,0.0631581270873199,0.0021851329844252,0.0631581270873199,0.0021047482879018,0.0620188706976524
1562,62,2500,1.0,159,2,0.0016732329420378,0.0811702518355189,0.0012668018239627,0.0521195094877677,0.0012430153150286,0.0521195094877677,0.0012430827412695,0.0521195094877677,0.001240500117441,0.0522148263904422
1062,62,5000,0.25,293,2,0.0026589612030524,0.1293737487555058,0.0013236696949817,0.0749321553400016,0.0014387314696344,0.0749321553400016,0.0014376494389273,0.0749321553400016,0.0014647916888627,0.0749516975541135
2062,62,5000,0.5,293,2,0.002142095518481,0.0785190505691965,0.0009951316160942,0.0538702813271268,0.0009816228952265,0.0538702813271268,0.0009816494170274,0.0538702813271268,0.0009724875357707,0.0542042437158889
1312,62,5000,0.75,293,2,0.0017103482428925,0.0607207223397753,0.0011794802789732,0.0419841630278084,0.0011724964538664,0.0419841630278084,0.0011724939951878,0.0419841630278084,0.0011423525678775,0.0420611786709028
2562,62,5000,1.0,293,2,0.000953973082739,0.0490634935782841,0.0008364065887858,0.0366716672468918,0.0008344961684604,0.0366716672468918,0.0008345023863141,0.0366716672468918,0.0008262824034644,0.0367809933494145
63,63,1000,0.25,72,2,0.0126974275599068,0.5458220678086375,0.0416739476509979,0.3422904615689592,0.0116120665136312,0.3422904615689592,0.0200374562120972,0.3422904615689592,0.0106762772532322,0.175383043286274
63,63,1000,0.5,72,2,0.0059365593679418,0.2710309975069053,0.0050978215564045,0.1206772726331059,0.0043951958716751,0.1206772726331059,0.0043920480879548,0.1206772726331059,0.0044777754072851,0.0830274198862338
313,63,1000,0.75,72,2,0.0043507187513072,0.2283996865231048,0.0045156644590369,0.112488921078973,0.0037543880358646,0.112488921078973,0.0037817539420801,0.112488921078973,0.00325398472792,0.0896036613985979
563,63,1000,1.0,72,2,0.0035278683206144,0.1607247854992921,0.0027245252527615,0.0840372204179114,0.0025497297514617,0.0840372204179114,0.0025519930530183,0.0840372204179114,0.0025803692627457,0.0743022456385493
563,63,2500,0.25,159,2,0.0047618928116654,0.2315603566686642,0.0023022199812809,0.1146217186288229,0.0019491996304154,0.1146217186288229,0.0019369422731517,0.1146217186288229,0.0019157169246824,0.0912500205993132
1063,63,2500,0.5,159,2,0.0034357647238553,0.1466749543761572,0.0018821877044264,0.0763212419964693,0.0021966864574301,0.0763212419964693,0.0021918421671639,0.0763212419964693,0.0023283823958581,0.067408988785162
813,63,2500,0.75,159,2,0.0039365532626089,0.1074263687841873,0.002033108185499,0.0656379742083458,0.002347113344748,0.0656379742083458,0.0023449991557476,0.0656379742083458,0.0023587825598426,0.0659168963259054
1563,63,2500,1.0,159,2,0.001864060434746,0.0865009237402056,0.0014572604583054,0.0538020847998323,0.001255384036934,0.0538020847998323,0.001256015856298,0.0538020847998323,0.0012278073326504,0.0524866123083825
1063,63,5000,0.25,293,2,0.0024159796118122,0.1381734305219223,0.0013350605454824,0.0778676153409592,0.0011086447053182,0.0778676153409592,0.0011086832390409,0.0778676153409592,0.0011161782614174,0.0766929871661191
2063,63,5000,0.5,293,2,0.0015445009054691,0.0935172135448446,0.0012084280836855,0.0488647424037882,0.0009581622372001,0.0488647424037882,0.0009590483349137,0.0488647424037882,0.0009302390900446,0.0454484816691092
1313,63,5000,0.75,293,2,0.0012917994939336,0.0592422020032333,0.0006277694512149,0.0404255619428647,0.0006880827135782,0.0404255619428647,0.0006880464110698,0.0404255619428647,0.0006882754859151,0.0399457868620445
2563,63,5000,1.0,293,2,0.0012440839365443,0.0500495270080037,0.0009320556898112,0.0350986674676706,0.0007654946409167,0.0350986674676706,0.0007657294516876,0.0350986674676706,0.0007772983465679,0.035852064335458
64,64,1000,0.25,72,2,0.0142020018827605,0.4595530509665501,0.0153895294817943,0.2619706040341636,0.0136808889012659,0.2619706040341636,0.0137682880713437,0.2619706040341636,0.0129231623106341,0.1915327862265703
64,64,1000,0.5,72,2,0.006370424246515,0.2478495676392602,0.0059358724367056,0.1282233159510465,0.0047778115718563,0.1282233159510465,0.0048094952086273,0.1282233159510465,0.0046091510159269,0.1108159876789665
314,64,1000,0.75,72,2,0.0053511027085639,0.1792493734152625,0.0043621308885345,0.0926345380975768,0.0041283806889309,0.0926345380975768,0.0041347657026312,0.0926345380975768,0.0041486818177843,0.0871808936960323
564,64,1000,1.0,72,2,0.009909184572058,0.1484695673119426,0.0087760263821915,0.080338410637656,0.0087222699964647,0.080338410637656,0.0087246980933053,0.080338410637656,0.0086039358267669,0.0836938589172784
564,64,2500,0.25,159,2,0.0043955309659735,0.2408546424346476,0.003353396213456,0.1248802779981641,0.003430618541868,0.1248802779981641,0.0034255663913708,0.1248802779981641,0.0034866472885648,0.1114484854486336
1064,64,2500,0.5,159,2,0.0039534885554007,0.1350291653396335,0.0028230773416778,0.066503676356457,0.0028759485010505,0.066503676356457,0.0028755400813243,0.066503676356457,0.002988267864541,0.0645530295704954
814,64,2500,0.75,159,2,0.0027547006719013,0.0902500365814167,0.0014735633829565,0.0561456917120164,0.001506363149483,0.0561456917120164,0.001506191450773,0.0561456917120164,0.0015177107244635,0.0580976232211544
1564,64,2500,1.0,159,2,0.0021108916230863,0.084314232163032,0.0011200678477341,0.0507686769734505,0.0011520646527596,0.0507686769734505,0.0011520051146375,0.0507686769734505,0.0011676099473108,0.04963152133481
1064,64,5000,0.25,293,2,0.002112522653445,0.1335094377858772,0.0023589324244593,0.0721433962771544,0.0023366792693761,0.0721433962771544,0.0023364408207719,0.0721433962771544,0.0023939581368737,0.0679505982081025
2064,64,5000,0.5,293,2,0.0012733380749018,0.0787566316242297,0.0007501903613247,0.0516317561611067,0.0007406977049972,0.0516317561611067,0.0007407295288416,0.0516317561611067,0.0007525668129051,0.0516749878581597
1314,64,5000,0.75,293,2,0.0009672503273621,0.064364126296317,0.0007650082406575,0.0416246132619556,0.0007552030922842,0.0416246132619556,0.0007552385694027,0.0416246132619556,0.0008138853484619,0.0411190505071107
2564,64,5000,1.0,293,2,0.0013460248446039,0.0465621195447673,0.0013737889976268,0.0376954440056563,0.0013599172430585,0.0376954440056563,0.001359921176666,0.0376954440056563,0.0013286037741096,0.0383819658995299
65,65,1000,0.25,72,2,0.0091028485211996,0.4637185172430523,0.0082494146875691,0.271011474588299,0.0059560755678165,0.271011474588299,0.0060189473058314,0.271011474588299,0.0057397571412312,0.1673246311653345
65,65,1000,0.5,72,2,0.006426268926395,0.2813480495638798,0.0077258046611608,0.1440375458473673,0.0071171952709676,0.1440375458473673,0.0071257562655758,0.1440375458473673,0.0073031109468262,0.1159661310080339
315,65,1000,0.75,72,2,0.0075967550697129,0.1974533592761535,0.0046596951412487,0.1102512342444998,0.0041626405615929,0.1102512342444998,0.0041758578880192,0.1102512342444998,0.004043169699454,0.0987041351478304
565,65,1000,1.0,72,2,0.003940866821901,0.1664841167809332,0.0029546186744434,0.0951579077721248,0.0029768297016931,0.0951579077721248,0.0029764962195406,0.0951579077721248,0.0029346193003972,0.0852393039145448
565,65,2500,0.25,159,2,0.0043202044279919,0.2391267143919181,0.0059721940325473,0.1160395615772425,0.0054660140950023,0.1160395615772425,0.00548440258902,0.1160395615772425,0.0052227857623447,0.0900199108746381
1065,65,2500,0.5,159,2,0.0032408595602197,0.1561428705111524,0.0033323635368103,0.0751335075297296,0.0032754812372323,0.0751335075297296,0.0032764676432477,0.0751335075297296,0.0033440880650305,0.0652889993320329
815,65,2500,0.75,159,2,0.0037448635547181,0.0906155116096841,0.0021497113893418,0.0539291094806851,0.0022699022701149,0.0539291094806851,0.0022695752506097,0.0539291094806851,0.0022604029019101,0.0539778756850648
1565,65,2500,1.0,159,2,0.0038573209925713,0.0814645387069891,0.0028143278576369,0.0522082543271079,0.0029098373194302,0.0522082543271079,0.0029098250130027,0.0522082543271079,0.0028868851951748,0.0504056326288072
1065,65,5000,0.25,293,2,0.0016045133255915,0.1444045220505395,0.0020243877631165,0.0777502757156216,0.0018381055303789,0.0777502757156216,0.0018394018411695,0.0777502757156216,0.0019186751284631,0.0743544526500577
2065,65,5000,0.5,293,2,0.0013520509575967,0.0814622144264706,0.0010833185206647,0.0489779737554009,0.0010692000796953,0.0489779737554009,0.0010692426688491,0.0489779737554009,0.0010543959119638,0.0486762987945258
1315,65,5000,0.75,293,2,0.0018261154098628,0.0663347553262823,0.0006708946282951,0.0435275229815147,0.0006972139093159,0.0435275229815147,0.000697049438716,0.0435275229815147,0.0006693317479216,0.0437492364833421
2565,65,5000,1.0,293,2,0.0012483583233551,0.0548017852836663,0.0009886707576103,0.0355720916147199,0.0009762905895165,0.0355720916147199,0.000976312594316,0.0355720916147199,0.0009799583684173,0.0358279879127188
66,66,1000,0.25,72,2,0.0140553734767775,0.4604589483410527,0.024028417474434,0.2497123811262495,0.0128179365735817,0.2497123811262495,0.0156699715369488,0.2497123811262495,0.0139971999086378,0.1715390254892202
66,66,1000,0.5,72,2,0.0084407543372756,0.2883598776438523,0.0068848384603264,0.143899030168916,0.0067813482478196,0.143899030168916,0.006768085535207,0.143899030168916,0.0059875438141918,0.1215748405784811
316,66,1000,0.75,72,2,0.0045480278349059,0.2049989217149808,0.003741896858164,0.1014246582276973,0.0034685748639513,0.1014246582276973,0.0034759553743798,0.1014246582276973,0.0035061220786388,0.096209233347658
566,66,1000,1.0,72,2,0.0046654898655243,0.1392958717624212,0.0039895927267349,0.0584673077985959,0.0038737466495115,0.0584673077985959,0.0038747796967068,0.0584673077985959,0.0041442379114376,0.0592436433880183
566,66,2500,0.25,159,2,0.0047033643358065,0.2367875286978453,0.003865346159534,0.1105172243683309,0.0035303214544846,0.1105172243683309,0.0035438515421528,0.1105172243683309,0.0035622728546347,0.0831101246263893
1066,66,2500,0.5,159,2,0.0032270559611189,0.133718014214451,0.0020114412714223,0.0633252492140658,0.0021456011119458,0.0633252492140658,0.0021431712090214,0.0633252492140658,0.0020260416851915,0.0641899336954242
816,66,2500,0.75,159,2,0.0023756516616356,0.1020199966339275,0.0016189043412933,0.0642122439844965,0.0016983154229019,0.0642122439844965,0.0016977246928122,0.0642122439844965,0.0017205584158404,0.0632106961328618
1566,66,2500,1.0,159,2,0.0016961009247299,0.0872064154876188,0.0010783602325987,0.0513291958400919,0.0010035495059319,0.0513291958400919,0.0010038162965244,0.0513291958400919,0.0009916517390056,0.0501966467846029
1066,66,5000,0.25,293,2,0.0018283880036972,0.1458104744439302,0.0012382662645338,0.0779551206722587,0.0013480654411172,0.0779551206722587,0.0013460868591341,0.0779551206722587,0.0013228305076053,0.0738651711019637
2066,66,5000,0.5,293,2,0.0020483706659777,0.0785276059733443,0.0015791691243113,0.0533381830893492,0.0014860743903456,0.0533381830893492,0.0014863594864163,0.0533381830893492,0.0014174412747213,0.0535817191121018
1316,66,5000,0.75,293,2,0.0015968377797105,0.0597609258896417,0.0012831168410913,0.0399673036589384,0.0011870769775018,0.0399673036589384,0.0011872834607879,0.0399673036589384,0.0011374006664186,0.039726439354775
2566,66,5000,1.0,293,2,0.001004659913178,0.0484454966047967,0.0006126327545792,0.0326984683966351,0.0006316774671887,0.0326984683966351,0.000631647664864,0.0326984683966351,0.0006289455429726,0.0323687522284067
67,67,1000,0.25,72,2,0.011520854766712,0.5014170504719371,0.008390695536174,0.301526795749823,0.0089540729620633,0.301526795749823,0.0072039503036353,0.301526795749823,0.0079989674191807,0.1427257089125512
67,67,1000,0.5,72,2,0.0115751941187315,0.3122620138265233,0.0041864545884482,0.1696407657142555,0.005013697648595,0.1696407657142555,0.0049030117893942,0.1696407657142555,0.0054852202589337,0.1173846316223062
317,67,1000,0.75,72,2,0.0054083390548965,0.2069072145322519,0.0048016405095722,0.1146894957221907,0.0039572040440349,0.1146894957221907,0.003972043208151,0.1146894957221907,0.0040787000714435,0.0976233081617183
567,67,1000,1.0,72,2,0.004859272021256,0.1468605229134388,0.0030022330237492,0.083375996259308,0.0027424506888874,0.083375996259308,0.0027447896964263,0.083375996259308,0.0028273767665806,0.0843356404294138
567,67,2500,0.25,159,2,0.0051918776872316,0.2477125178670428,0.0024750692470561,0.1244159774043986,0.0027827855209153,0.1244159774043986,0.0027431790905269,0.1244159774043986,0.0030614555008378,0.1052187175722165
1067,67,2500,0.5,159,2,0.0031482721505381,0.1311333086064506,0.0026978831137844,0.0758375774656006,0.00224042938593,0.0758375774656006,0.0022438263730442,0.0758375774656006,0.002106903351399,0.0742821928630184
817,67,2500,0.75,159,2,0.0023775643774265,0.1070845030205021,0.0019837800414308,0.0666339653731689,0.0017055383112248,0.0666339653731689,0.0017062894941158,0.0666339653731689,0.0016632449488293,0.0668946074479002
1567,67,2500,1.0,159,2,0.0036809675402296,0.0851726807818276,0.0035785966949291,0.0530209925912993,0.0033153946527323,0.0530209925912993,0.0033164827489532,0.0530209925912993,0.0033335196104138,0.0526245986461549
1067,67,5000,0.25,293,2,0.0028501057808433,0.1368007626617141,0.0019526967818461,0.0764260884748316,0.00178919191495,0.0764260884748316,0.0017904447748014,0.0764260884748316,0.0017329934573755,0.0728895166860752
2067,67,5000,0.5,293,2,0.0022723632477019,0.0727639417089766,0.0011107839607494,0.0472954909644601,0.0013097408516319,0.0472954909644601,0.0013091495441552,0.0472954909644601,0.0013128946388949,0.0487477452041231
1317,67,5000,0.75,293,2,0.0013457348246905,0.0632355290952105,0.0008880091838298,0.0415894360629797,0.0009317232339447,0.0415894360629797,0.0009315911497477,0.0415894360629797,0.0009190816497245,0.04111858448302
2567,67,5000,1.0,293,2,0.001178326229347,0.0506672863312771,0.0009022442183149,0.03762523974798,0.0010110691185778,0.03762523974798,0.0010109613636341,0.03762523974798,0.0009710687705983,0.0376007433775182
68,68,1000,0.25,72,2,0.0087202181609833,0.4581535079586812,0.0145638532256452,0.2787311568753775,0.007424776602914,0.2787311568753775,0.0080274124268706,0.2787311568753775,0.0080389531184706,0.1580168278510851
68,68,1000,0.5,72,2,0.0077887842213528,0.2919275271159763,0.0076251694325854,0.1449749328463185,0.0075953532443296,0.1449749328463185,0.0075961967295168,0.1449749328463185,0.0081729459347427,0.0969680893950592
318,68,1000,0.75,72,2,0.0050809948537357,0.2119059584485964,0.0043993079269368,0.1122346893925638,0.0043867512897315,0.1122346893925638,0.0043892781433955,0.1122346893925638,0.0041654639130658,0.0893501817049315
568,68,1000,1.0,72,2,0.0038508974283031,0.1842741727953409,0.002981848933014,0.0962529043775734,0.0028357736318781,0.0962529043775734,0.0028383399752369,0.0962529043775734,0.0028322330935116,0.0762101750147364
568,68,2500,0.25,159,2,0.003847538023192,0.2373030943174975,0.0036127685701347,0.1186858906168486,0.0033244749232359,0.1186858906168486,0.0033346740201166,0.1186858906168486,0.0032810235997043,0.1010097268257975
1068,68,2500,0.5,159,2,0.0056546159854618,0.1395115775293967,0.0029261624338555,0.0751392360898891,0.0029722597440759,0.0751392360898891,0.0029724202751165,0.0751392360898891,0.002973294568948,0.0714792194199764
818,68,2500,0.75,159,2,0.0018981866112487,0.0925336400826632,0.0020268313375752,0.0500646816124793,0.0019785124369716,0.0500646816124793,0.001978853968434,0.0500646816124793,0.0019443152348155,0.0512562811598596
1568,68,2500,1.0,159,2,0.0018566956720587,0.0807051305626721,0.0015327404188313,0.051939360399548,0.0014842608715277,0.051939360399548,0.0014844626147258,0.051939360399548,0.0015031562902192,0.0516598191970914
1068,68,5000,0.25,293,2,0.0025867355341606,0.1335088173234593,0.0011112822949628,0.0743365188005824,0.0012132165021096,0.0743365188005824,0.00121228057081,0.0743365188005824,0.0011974656838729,0.0703776000748557
2068,68,5000,0.5,293,2,0.0014334448636748,0.0856411648565137,0.0012687904775025,0.0548267301034757,0.0012807714270438,0.0548267301034757,0.0012807371735372,0.0548267301034757,0.0012844504283703,0.0541956696166496
1318,68,5000,0.75,293,2,0.0013713762358186,0.0666299637193049,0.0013407456359149,0.0457155556377074,0.001310237166844,0.0457155556377074,0.0013103070436668,0.0457155556377074,0.001334562281328,0.0460280265982318
2568,68,5000,1.0,293,2,0.0010716151268352,0.0471872690737617,0.0009112504057187,0.0333573774532512,0.0009416061443566,0.0333573774532512,0.0009415758015018,0.0333573774532512,0.0009446775917583,0.0332393127206016
69,69,1000,0.25,72,2,0.0102217470267847,0.4784764814519543,0.0271232020145685,0.2792295172198043,0.0099500667572466,0.2792295172198043,0.0138860561234812,0.2792295172198043,0.0116750133685315,0.1528084070801985
69,69,1000,0.5,72,2,0.0109259754214245,0.2806395939836751,0.0064959829091777,0.1355011452848548,0.007489866540783,0.1355011452848548,0.0073609325433625,0.1355011452848548,0.0073636191364659,0.1043859586738151
319,69,1000,0.75,72,2,0.0074661359290698,0.2050834912486656,0.0050580214134263,0.112271086048959,0.0052055156213737,0.112271086048959,0.0052020405213869,0.112271086048959,0.0048506435686969,0.0978733674248913
569,69,1000,1.0,72,2,0.0051870454863702,0.1789376221358241,0.0052228397594749,0.0954900040476543,0.0047573566447759,0.0954900040476543,0.0047663969239567,0.0954900040476543,0.0043560979930296,0.0824262088878746
569,69,2500,0.25,159,2,0.0062093755168749,0.236688062136577,0.0051627171451107,0.1053494517285544,0.0054152137323384,0.1053494517285544,0.005397178924459,0.1053494517285544,0.0052732039795995,0.0914792466562418
1069,69,2500,0.5,159,2,0.0029146747715582,0.1415871770234189,0.0059311717134646,0.0724058632118909,0.005140956582853,0.0724058632118909,0.0051505227840692,0.0724058632118909,0.00506664044837,0.0705312743012607
819,69,2500,0.75,159,2,0.0025214185658749,0.1043029423379468,0.0020929929845099,0.0607859721040424,0.0019036178971434,0.0607859721040424,0.0019049710163504,0.0607859721040424,0.0018474199122107,0.0590202220705642
1569,69,2500,1.0,159,2,0.003393057941968,0.077273464652244,0.0037472473972071,0.0497854833559289,0.0035342768450941,0.0497854833559289,0.0035348715351515,0.0497854833559289,0.0034018634062485,0.0496371311391011
1069,69,5000,0.25,293,2,0.0026660709418939,0.1364783981425726,0.0017308525517273,0.0735115204389256,0.0014387699204156,0.0735115204389256,0.0014420352846844,0.0735115204389256,0.0014760005402336,0.0724055656946642
2069,69,5000,0.5,293,2,0.0016804136013451,0.0866652289238962,0.0010571930996036,0.0520490786917242,0.0009568017886992,0.0520490786917242,0.0009570682678819,0.0520490786917242,0.0009344025507912,0.0500136748112765
1319,69,5000,0.75,293,2,0.0010806705885235,0.057805256829798,0.0005675742962524,0.0406547562257929,0.0005922159503169,0.0406547562257929,0.0005921511020225,0.0406547562257929,0.0005767740894471,0.041385091565058
2569,69,5000,1.0,293,2,0.0009574077642181,0.0501032584802798,0.0011662680152939,0.034168324429994,0.0012483948593396,0.034168324429994,0.0012483266498791,0.034168324429994,0.0012443786112005,0.0338465215741147
70,70,1000,0.25,72,2,0.0091426483306539,0.466797109363765,0.0098901424990505,0.2834748358146776,0.0083239316897434,0.2834748358146776,0.0084314482122326,0.2834748358146776,0.007389881498874,0.1704641210093771
70,70,1000,0.5,72,2,0.0068655068320212,0.2771427724948463,0.0072331360332106,0.1464785867953913,0.0062432880895466,0.1464785867953913,0.0062708134759163,0.1464785867953913,0.0065028973765036,0.1147510535781858
320,70,1000,0.75,72,2,0.0067463536154524,0.1979391795923059,0.0036959829391539,0.1038608575354535,0.0036941375490757,0.1038608575354535,0.003695716602843,0.1038608575354535,0.0037239621824671,0.090541575963282
570,70,1000,1.0,72,2,0.0050967308537747,0.1565412314283505,0.0081902151690981,0.0789693748212777,0.0077082966805277,0.0789693748212777,0.0077179984142452,0.0789693748212777,0.007496393448048,0.0793118848086479
570,70,2500,0.25,159,2,0.0037481747287003,0.2332100321621331,0.0032820378483525,0.1231335409183721,0.003172308530194,0.1231335409183721,0.003174477993069,0.1231335409183721,0.0031973930516752,0.1152418049886054
1070,70,2500,0.5,159,2,0.0025982792905408,0.1419353697361516,0.0016512548419517,0.0848501203393665,0.0016315482517114,0.0848501203393665,0.0016317375025251,0.0848501203393665,0.0016102213552702,0.0826269612161447
820,70,2500,0.75,159,2,0.0026048232662425,0.0926000482072792,0.001635920165474,0.0551848970869431,0.0017025768281787,0.0551848970869431,0.0017022953574781,0.0551848970869431,0.0017586019401545,0.0553239249264714
1570,70,2500,1.0,159,2,0.0015140241554876,0.0827798240684594,0.0011657285768613,0.0537595401468811,0.0011442672560732,0.0537595401468811,0.0011443117036208,0.0537595401468811,0.0011445933449104,0.0542691521433205
1070,70,5000,0.25,293,2,0.0018376160882067,0.1325143009653488,0.001396216007711,0.0712531725710668,0.0013885667881483,0.0712531725710668,0.0013884028708006,0.0712531725710668,0.0014046059739625,0.068587230846079
2070,70,5000,0.5,293,2,0.0014596872023477,0.0841594784735346,0.0011003918930612,0.055393146756592,0.0010686435545272,0.055393146756592,0.0010686992828928,0.055393146756592,0.001047669874668,0.0552478490454844
1320,70,5000,0.75,293,2,0.0011110537105051,0.0608493174757334,0.0009822217322653,0.0378191203925158,0.0009471364536365,0.0378191203925158,0.0009471758897756,0.0378191203925158,0.0009809259770701,0.0368254059028052
2570,70,5000,1.0,293,2,0.0013576591921885,0.0530218124987235,0.0008219027356944,0.0341725966830146,0.0008405747689966,0.0341725966830146,0.0008405648301477,0.0341725966830146,0.0008551780651429,0.0342151049395639
71,71,1000,0.25,72,2,0.0091108881053434,0.4630772687780491,0.0114519751444163,0.2648719669282061,0.0066400794238658,0.2648719669282061,0.0068691649334312,0.2648719669282061,0.0068388339612954,0.1489810444786023
71,71,1000,0.5,72,2,0.0071703251507957,0.2953358704796808,0.0056929831948883,0.1538072828925205,0.0057606074709587,0.1538072828925205,0.0057491399709559,0.1538072828925205,0.0058212733470145,0.0916046057629173
321,71,1000,0.75,72,2,0.006642108243908,0.1852510927228426,0.0067027300855278,0.0901354159303433,0.0062529245605037,0.0901354159303433,0.0062669185404727,0.0901354159303433,0.0061112125684728,0.0887984206603188
571,71,1000,1.0,72,2,0.0046196492028692,0.1739626320047366,0.0055586954292654,0.0775285726022092,0.005031510619433,0.0775285726022092,0.0050433315088615,0.0775285726022092,0.0048598022594156,0.0680844002645693
571,71,2500,0.25,159,2,0.0044388221407411,0.2199719013713804,0.0034201957848031,0.1032355377854493,0.0029703312863014,0.1032355377854493,0.0029808279775908,0.1032355377854493,0.0028916091233649,0.0926170711890221
1071,71,2500,0.5,159,2,0.0025026130436451,0.1426422307128771,0.0031258564182849,0.0676136979184987,0.0030709509624017,0.0676136979184987,0.0030707443354557,0.0676136979184987,0.0029423866516628,0.0613679346911231
821,71,2500,0.75,159,2,0.0026446864135052,0.0968590252779975,0.00130888444495,0.0597447376010225,0.00128636325718,0.0597447376010225,0.0012864760055287,0.0597447376010225,0.0013011530391891,0.0629827742729727
1571,71,2500,1.0,159,2,0.0020153890957036,0.0803581717368239,0.0013300085564801,0.0527277837366652,0.0013467223880773,0.0527277837366652,0.0013466612121543,0.0527277837366652,0.0013615467838115,0.0525252144084785
1071,71,5000,0.25,293,2,0.0023550684791973,0.1295332001162336,0.001294570163099,0.0772268860068096,0.0014131066279654,0.0772268860068096,0.0014113068081246,0.0772268860068096,0.0014206145448258,0.0777733648710067
2071,71,5000,0.5,293,2,0.001273071760252,0.0827180391300946,0.0007856427811915,0.0526552150600433,0.0007816997605729,0.0526552150600433,0.0007816897292675,0.0526552150600433,0.0007892564736943,0.0515783592444296
1321,71,5000,0.75,293,2,0.0016407230091921,0.0604797670606197,0.0011095377891081,0.0405267042687884,0.0011190577861911,0.0405267042687884,0.0011190155207512,0.0405267042687884,0.0011331871017373,0.0406934964370134
2571,71,5000,1.0,293,2,0.0011666459110062,0.0455443470775471,0.0012515847922267,0.0323607592120602,0.0011796419659494,0.0323607592120602,0.00117971367062,0.0323607592120602,0.0012063934887487,0.0326587452875548
72,72,1000,0.25,72,2,0.0092291982588062,0.4767290682086007,0.0094548015150811,0.2824755659319897,0.0060526583011255,0.2824755659319897,0.0058673879047926,0.2824755659319897,0.0057137725403548,0.1618830578578858
