,seed,n,alpha,M,K,init_beta,init_sigma,os_beta,os_sigma,ts_beta,ts_sigma,ms_beta,ms_sigma,oracle_beta,oracle_sigma
891,641,2500,0.75,159,2,0.0046304541084431,0.1199807850112496,0.0026511040989466,0.072564358646201,0.0029609976468314,0.072564358646201,0.0029598593128439,0.072564358646201,0.0028762459110092,0.0666869780576248
1641,641,2500,1.0,159,2,0.0019197311514671,0.0827193719746065,0.0016346196196109,0.0512476960870368,0.0015160538315005,0.0512476960870368,0.0015162199045885,0.0512476960870368,0.0015950306359307,0.0523814384731011
1141,641,5000,0.25,293,2,0.0021673168271254,0.1524360333659693,0.0017962066714962,0.0836499664124444,0.0015464963179761,0.0836499664124444,0.001549296202974,0.0836499664124444,0.0014341539607169,0.0767677732526583
2141,641,5000,0.5,293,2,0.0020328316113602,0.0940419812458077,0.0013450897369741,0.0560675394886154,0.0013822205225705,0.0560675394886154,0.0013820326535532,0.0560675394886154,0.0014015868341494,0.0544058798070279
1391,641,5000,0.75,293,2,0.0008735751850769,0.0703826705782945,0.0007879235390303,0.0407988084139756,0.0007238774197931,0.0407988084139756,0.0007239718339563,0.0407988084139756,0.0007273538304259,0.0396710634821125
2641,641,5000,1.0,293,2,0.0010949500139614,0.0568916659277627,0.0006268618769584,0.0372026231299141,0.0006024946274434,0.0372026231299141,0.0006024904788811,0.0372026231299141,0.0006010850312939,0.0372441402288158
142,642,1000,0.25,72,2,0.0139576750400204,0.4981465084532471,0.0107692677645196,0.3007201978072759,0.0055649507515495,0.3007201978072759,0.0049643941655766,0.3007201978072759,0.0045298534652405,0.145855209622545
142,642,1000,0.5,72,2,0.0060653334785512,0.2832694516233283,0.0061842674502178,0.1485125245450492,0.0060469828540693,0.1485125245450492,0.0060333961976573,0.1485125245450492,0.0060807315681828,0.101562355664479
392,642,1000,0.75,72,2,0.004782771992131,0.2096077223649158,0.0046401183447841,0.1060304441717191,0.0037883004343597,0.1060304441717191,0.0038066129554939,0.1060304441717191,0.0036573768222352,0.0897113836321955
642,642,1000,1.0,72,2,0.0046982949581224,0.1356087220690189,0.004579267622066,0.07814634319028,0.0046114682849448,0.07814634319028,0.0046105947938424,0.07814634319028,0.0045994236895587,0.0815939424621125
642,642,2500,0.25,159,2,0.00362172188769,0.2217104809271483,0.003039351966462,0.1147853014027152,0.0029498870486542,0.1147853014027152,0.0029504876155527,0.1147853014027152,0.0029792576149946,0.1005375373688732
1142,642,2500,0.5,159,2,0.0029413946823202,0.1396503106277347,0.0018981919299664,0.0762582531240356,0.0019257705712237,0.0762582531240356,0.00192548617392,0.0762582531240356,0.001961552891233,0.0702687173970222
892,642,2500,0.75,159,2,0.0032779197787408,0.1074662533447478,0.0038325608668822,0.0590776478053546,0.0037727519150537,0.0590776478053546,0.0037727940212737,0.0590776478053546,0.0038237727706102,0.0560967855128314
1642,642,2500,1.0,159,2,0.0016457187123412,0.0757119699621979,0.0019518542167239,0.0426867084034451,0.0019301730578275,0.0426867084034451,0.0019301522897039,0.0426867084034451,0.0020368924737571,0.0418402379607944
1142,642,5000,0.25,293,2,0.0030670819301647,0.1363939948369392,0.0015613008171543,0.0730412247404751,0.0015589774634776,0.0730412247404751,0.001559174227872,0.0730412247404751,0.001521630903951,0.0688384310257191
2142,642,5000,0.5,293,2,0.0028618246102006,0.0737906070771663,0.0014063478418376,0.0504935179276646,0.0014097846518681,0.0504935179276646,0.0014098350069245,0.0504935179276646,0.0015143797472117,0.0506038889687724
1392,642,5000,0.75,293,2,0.0010744932091974,0.0633957222816862,0.0008769775884547,0.0397571003093734,0.0008598690589188,0.0397571003093734,0.0008599366982011,0.0397571003093734,0.0008292160354087,0.0389942028325557
2642,642,5000,1.0,293,2,0.0010141071329204,0.0478430296705529,0.0009448291704491,0.0355986715091411,0.0009237049458641,0.0355986715091411,0.000923730122177,0.0355986715091411,0.0009354813316463,0.0355415329446937
143,643,1000,0.25,72,2,0.0115967975615146,0.471023344958357,0.0108449555845036,0.2793492401982339,0.0110527587414186,0.2793492401982339,0.0104037214012166,0.2793492401982339,0.0115822710479055,0.1938807900376334
143,643,1000,0.5,72,2,0.0095444176231959,0.2653372997785464,0.0077018489504661,0.1230845119943305,0.0083940496289101,0.1230845119943305,0.0083442016979316,0.1230845119943305,0.0084921594188209,0.1154832632384076
393,643,1000,0.75,72,2,0.008697622220358,0.2001322107046351,0.0046169325234243,0.1034751703954656,0.0052988405950736,0.1034751703954656,0.0052777881839817,0.1034751703954656,0.0054349698925464,0.0954983117820683
643,643,1000,1.0,72,2,0.0093344197141436,0.1610509701486348,0.0060579566174213,0.0826506710941768,0.0066726217079401,0.0826506710941768,0.0066617799514729,0.0826506710941768,0.0072414846577893,0.0818558543756233
643,643,2500,0.25,159,2,0.0039216293018847,0.2389547110015407,0.0061728777359625,0.114407535710007,0.0051779271527909,0.114407535710007,0.0052216991488916,0.114407535710007,0.0047713152629171,0.088994297643545
1143,643,2500,0.5,159,2,0.0061847684388525,0.1438305507924889,0.0063871093578913,0.0775838489524304,0.0060097957820467,0.0775838489524304,0.0060149360607472,0.0775838489524304,0.0060440937011418,0.0756123754237476
893,643,2500,0.75,159,2,0.0040796312986833,0.1026141730778214,0.0017282276242832,0.0602505503978027,0.0017240619412935,0.0602505503978027,0.0017241769326903,0.0602505503978027,0.0016586071920077,0.0593560402582706
1643,643,2500,1.0,159,2,0.0020022815906177,0.0835233365914457,0.0008342186212076,0.052266341596916,0.0007906889068632,0.052266341596916,0.0007907577065082,0.052266341596916,0.0007727028746466,0.0509767110299883
1143,643,5000,0.25,293,2,0.0024969561729257,0.1454842026275501,0.0014276947270346,0.076438436073421,0.0016655270387288,0.076438436073421,0.0016611730824682,0.076438436073421,0.0017912356389385,0.0732567794755555
2143,643,5000,0.5,293,2,0.0013178993406226,0.0811811551336333,0.0009460784818445,0.0497417005636129,0.0010004631597358,0.0497417005636129,0.0010000231956213,0.0497417005636129,0.0010018981295182,0.0497066994543379
1393,643,5000,0.75,293,2,0.0010062951832551,0.0639990788817629,0.0011395711448186,0.0456120523407232,0.0010398253029273,0.0456120523407232,0.0010400294364594,0.0456120523407232,0.0010489464705643,0.0455190504586461
2643,643,5000,1.0,293,2,0.0010134423977042,0.0447492310925873,0.0007959262987329,0.0312784152984974,0.0007826243559695,0.0312784152984974,0.0007826228490724,0.0312784152984974,0.0007691147171846,0.0313530052155031
144,644,1000,0.25,72,2,0.0086980865087774,0.555510399760328,0.0149105368024909,0.3446982065695056,0.0084333398403293,0.3446982065695056,0.008672931001405,0.3446982065695056,0.0082631266930603,0.1234416879224683
144,644,1000,0.5,72,2,0.0058373378482872,0.2994102195230709,0.0060480480787702,0.1597775124754267,0.0049269887710913,0.1597775124754267,0.0050181555301838,0.1597775124754267,0.0046621002360443,0.123660746355046
394,644,1000,0.75,72,2,0.0052779671018248,0.2133628418672463,0.0056988233524423,0.1009272426015387,0.0043288477940703,0.1009272426015387,0.0043794365999661,0.1009272426015387,0.0044055887105167,0.0918473816367442
644,644,1000,1.0,72,2,0.0034844483057965,0.1817021895556153,0.0031878100955072,0.1017430071607127,0.0031035381845111,0.1017430071607127,0.003104451827691,0.1017430071607127,0.0031727050801545,0.0916508251276399
644,644,2500,0.25,159,2,0.0055621247327961,0.2447328010177539,0.0039284308885296,0.1206091745047313,0.0037105328413224,0.1206091745047313,0.0037133842442233,0.1206091745047313,0.0036383533184412,0.1004421638057693
1144,644,2500,0.5,159,2,0.0034049536095312,0.1398245363209769,0.0038442822209985,0.0698090897815455,0.0033735136451859,0.0698090897815455,0.0033814795160825,0.0698090897815455,0.0033825786275828,0.0706516514669257
894,644,2500,0.75,159,2,0.002388729934425,0.0947913659025947,0.0017529370430342,0.0521627284798867,0.0018666492104443,0.0521627284798867,0.0018656729989894,0.0521627284798867,0.0018766016800261,0.0520423723672403
1644,644,2500,1.0,159,2,0.0017333060119551,0.075006050525776,0.0015245472683147,0.0460505924310005,0.001448475813427,0.0460505924310005,0.0014487399229614,0.0460505924310005,0.0014772987825648,0.0460688298762011
1144,644,5000,0.25,293,2,0.0019719590045061,0.1368495590722238,0.001292018514996,0.0715670583969216,0.0013666614337279,0.0715670583969216,0.0013650102843261,0.0715670583969216,0.0014238236503946,0.0691840708928284
2144,644,5000,0.5,293,2,0.0014286941488066,0.0796881874501012,0.0009999268788643,0.0479659129405996,0.0009897011628727,0.0479659129405996,0.000989650298775,0.0479659129405996,0.0009930415080999,0.0477430363105938
1394,644,5000,0.75,293,2,0.0011681406517753,0.059608535650731,0.0010690285006233,0.0409839301651869,0.0010366865858081,0.0409839301651869,0.0010367367298939,0.0409839301651869,0.0010318827750329,0.0408829726423309
2644,644,5000,1.0,293,2,0.0016043024535277,0.0493737096270344,0.0010343607238572,0.0367036520347793,0.0011217735339973,0.0367036520347793,0.001121659924216,0.0367036520347793,0.0011786378565702,0.0365508223760465
145,645,1000,0.25,72,2,0.0212501257680532,0.469189291847362,0.0173424470464201,0.2661358413056731,0.0139496532274418,0.2661358413056731,0.0098905694843836,0.2661358413056731,0.0110048932885557,0.15864658010879
145,645,1000,0.5,72,2,0.0061746542779062,0.3043764442074003,0.0033651390650068,0.1616903174474518,0.004237196092273,0.1616903174474518,0.0040895562051122,0.1616903174474518,0.0051500593586342,0.1046463276889457
395,645,1000,0.75,72,2,0.0062885714993336,0.2236241154540316,0.0035752709150502,0.1079056019905807,0.0040081083061405,0.1079056019905807,0.0039686245249818,0.1079056019905807,0.0045261363938321,0.0829178715175788
645,645,1000,1.0,72,2,0.0056057321960481,0.1596815863625965,0.0041176912776664,0.0792621349419391,0.0046143380412497,0.0792621349419391,0.0046046600057667,0.0792621349419391,0.0053161804168822,0.0759327849175603
645,645,2500,0.25,159,2,0.0044132341222055,0.24644435166053,0.0065876109662063,0.1349154958831975,0.0045191615919177,0.1349154958831975,0.0045966540969123,0.1349154958831975,0.0037954797186344,0.1204088177611376
1145,645,2500,0.5,159,2,0.0037640732752776,0.143020757980267,0.0032831339333482,0.0732877154042289,0.0026507033395481,0.0732877154042289,0.0026549081894702,0.0732877154042289,0.0024484954931135,0.0645796686707154
895,645,2500,0.75,159,2,0.0043665500175614,0.1046662797034817,0.001829041359454,0.0611858491846585,0.0023562396981042,0.0611858491846585,0.0023540586793204,0.0611858491846585,0.0023740467556426,0.0597674146110618
1645,645,2500,1.0,159,2,0.0023575558702121,0.0965877843432504,0.0014304039947305,0.0506390124070698,0.0017181730298895,0.0506390124070698,0.0017156316635394,0.0506390124070698,0.0017532746644387,0.0521032693914987
1145,645,5000,0.25,293,2,0.0021633598446324,0.1492838989688852,0.0024056200775682,0.0763425392212447,0.001688156154591,0.0763425392212447,0.0016927213747487,0.0763425392212447,0.0015785962193743,0.0673681345970793
2145,645,5000,0.5,293,2,0.0018877443175821,0.0926611945920996,0.0010529845893382,0.0486667923214007,0.0009403040765612,0.0486667923214007,0.0009399273206655,0.0486667923214007,0.0009514647544993,0.0463181109636432
1395,645,5000,0.75,293,2,0.0015609371329428,0.0722079843384321,0.0006035719025064,0.041043439926919,0.000732414264876,0.041043439926919,0.0007321196764041,0.041043439926919,0.0007847624126717,0.0407667820762731
2645,645,5000,1.0,293,2,0.0021347535573529,0.0569866754514949,0.0011578383034068,0.033990830435195,0.001389049305449,0.033990830435195,0.001388974200133,0.033990830435195,0.0015057709477171,0.033485582020085
146,646,1000,0.25,72,2,0.0149214906609642,0.4415573014308714,0.0101739973754074,0.2439155468011316,0.0077398711106557,0.2439155468011316,0.0063180829411208,0.2439155468011316,0.0075723267409139,0.1596553788262765
146,646,1000,0.5,72,2,0.0087111795185962,0.3005948445116724,0.0063847198682499,0.1500969599143342,0.0060584107325183,0.1500969599143342,0.0060746810085067,0.1500969599143342,0.005430089150802,0.0977621702812027
396,646,1000,0.75,72,2,0.0054206680377106,0.1952760565089859,0.0044514899758818,0.0912445630554388,0.0038340709909459,0.0912445630554388,0.0038455394473851,0.0912445630554388,0.0037048366766535,0.0723832934452261
646,646,1000,1.0,72,2,0.0053626703997522,0.1574477562389345,0.0034855832671544,0.1019822700820477,0.0034799307245177,0.1019822700820477,0.0034779013368621,0.1019822700820477,0.0034487266103055,0.1030920838672045
646,646,2500,0.25,159,2,0.0051390731896819,0.2252038317145629,0.0031007808365089,0.1104527386771771,0.0027723278689932,0.1104527386771771,0.0027709378651078,0.1104527386771771,0.0029347142815494,0.0952589224359934
1146,646,2500,0.5,159,2,0.002483421041254,0.1458210498760249,0.0027812846986001,0.0785980006671078,0.0024238451135899,0.0785980006671078,0.002427997211923,0.0785980006671078,0.0023297239838817,0.0732730149315929
896,646,2500,0.75,159,2,0.0049823606894779,0.1059111025460222,0.0036185299008322,0.0534472825762192,0.003969277503011,0.0534472825762192,0.0039660377853176,0.0534472825762192,0.004143522106844,0.051360872187956
1646,646,2500,1.0,159,2,0.0036251537863541,0.0825498596561014,0.0011497288041651,0.0496876699046849,0.0012465210094672,0.0496876699046849,0.0012465390788599,0.0496876699046849,0.00127201291584,0.0486056947179362
1146,646,5000,0.25,293,2,0.0025632095014961,0.1388652818137361,0.0019568977380949,0.0733679157576533,0.0015688498333941,0.0733679157576533,0.0015720998022805,0.0733679157576533,0.0014940036485324,0.0693294298282769
2146,646,5000,0.5,293,2,0.001575634350885,0.0884961018699737,0.0016374477837201,0.0516523575182051,0.0013800297033407,0.0516523575182051,0.0013807422747615,0.0516523575182051,0.0013159461383386,0.0501560370976237
1396,646,5000,0.75,293,2,0.0014287175682234,0.0659669275831854,0.0010600016094769,0.0407077673853038,0.0010528308829763,0.0407077673853038,0.0010527492861217,0.0407077673853038,0.0010811846679009,0.0403090113067807
2646,646,5000,1.0,293,2,0.0012171476824394,0.0544081482491403,0.0013297898038769,0.0336698549970702,0.001171123850308,0.0336698549970702,0.0011713273475257,0.0336698549970702,0.001143324527086,0.0334268526770362
147,647,1000,0.25,72,2,0.0105872433463036,0.4905333442708616,0.0099091927726197,0.2936034912348504,0.0085612542596098,0.2936034912348504,0.0082881448440906,0.2936034912348504,0.0071783774506475,0.1335627216872502
147,647,1000,0.5,72,2,0.005948887819643,0.2640136544641292,0.0055598297802271,0.1389620742380906,0.0051464152644086,0.1389620742380906,0.0051573456734708,0.1389620742380906,0.0048447137517852,0.1086230626209523
397,647,1000,0.75,72,2,0.0046239325365627,0.2268128976501975,0.0028607009893152,0.1215203017931285,0.0030592475911772,0.1215203017931285,0.0030504258228659,0.1215203017931285,0.0032123087029214,0.1036676651348217
647,647,1000,1.0,72,2,0.0055937280114056,0.1550855937354154,0.0050758741519454,0.0833941155693753,0.004979664964682,0.0833941155693753,0.004981356837717,0.0833941155693753,0.0051013192790489,0.0774581322330577
647,647,2500,0.25,159,2,0.0034812037014823,0.2369175103582756,0.0034543247480252,0.1163901769227674,0.0030427481940265,0.1163901769227674,0.003055885632514,0.1163901769227674,0.0029200761032917,0.0992447710863572
1147,647,2500,0.5,159,2,0.0042221287255934,0.1283649015993564,0.0027027550717197,0.0797904613669904,0.0027482143175635,0.0797904613669904,0.0027480292063446,0.0797904613669904,0.0026653497074698,0.0815466619646185
897,647,2500,0.75,159,2,0.0027928862434523,0.1118864142804571,0.00248031787085,0.0603804213498377,0.0024878422807533,0.0603804213498377,0.00248753173631,0.0603804213498377,0.0025312286024012,0.0558688755874336
1647,647,2500,1.0,159,2,0.002952533783418,0.0810503528793955,0.00343259906921,0.0530729003001934,0.0033782096226328,0.0530729003001934,0.0033785004083965,0.0530729003001934,0.0033763319454356,0.0523808401404946
1147,647,5000,0.25,293,2,0.0017399873702276,0.1289823297411728,0.0017053520531452,0.0694911971623304,0.0016351535138075,0.0694911971623304,0.001635330583214,0.0694911971623304,0.0016020698086206,0.0670999625793229
2147,647,5000,0.5,293,2,0.0026887609654888,0.078364647604269,0.0016206134625366,0.0499191556360779,0.0016438166607755,0.0499191556360779,0.0016436535529139,0.0499191556360779,0.0016485807979469,0.0500909283419444
1397,647,5000,0.75,293,2,0.0011976977472257,0.0597400035924891,0.0007898659669693,0.0435856266125144,0.0007895800582901,0.0435856266125144,0.0007895697813842,0.0435856266125144,0.0007691702037071,0.0435859503088067
2647,647,5000,1.0,293,2,0.0012708873771771,0.0464850630496944,0.0006964410054599,0.0334398269436653,0.0006923061242665,0.0334398269436653,0.0006923063764973,0.0334398269436653,0.0006988753067932,0.0334352190511691
148,648,1000,0.25,72,2,0.0159417813833909,0.446770565927168,0.0147580368859258,0.244291576987048,0.0130914334477109,0.244291576987048,0.0130559286078086,0.244291576987048,0.0124395151310835,0.1427172882590619
148,648,1000,0.5,72,2,0.0071984277294143,0.2741194705706248,0.0056366716282355,0.1408501933120616,0.0054162168042386,0.1408501933120616,0.005420212674595,0.1408501933120616,0.0052068890130154,0.106223399238642
398,648,1000,0.75,72,2,0.0048094996838666,0.2043534976440169,0.0036222499589111,0.0988783233917602,0.0033676210752965,0.0988783233917602,0.0033732041950668,0.0988783233917602,0.0034131439393168,0.0857858377037145
648,648,1000,1.0,72,2,0.0056358938122004,0.1825625547283404,0.007132329211831,0.093406289753514,0.0062933058697919,0.093406289753514,0.006311239029878,0.093406289753514,0.0060243739569252,0.077908739136692
648,648,2500,0.25,159,2,0.0045457001242677,0.2278283941714674,0.0037940339174649,0.1179032690110575,0.0033596180399516,0.1179032690110575,0.0033750626768921,0.1179032690110575,0.0032371290176605,0.102872539537369
1148,648,2500,0.5,159,2,0.0037380473514542,0.1301586819987678,0.0037571266737821,0.070004272599396,0.0039103154483398,0.070004272599396,0.0039086247351548,0.070004272599396,0.0039200710452402,0.0674347638539302
898,648,2500,0.75,159,2,0.0024173584431746,0.1096506892712185,0.0020923139691852,0.0614348092431194,0.0018960460847566,0.0614348092431194,0.0018975536483564,0.0614348092431194,0.0019627809019537,0.0601290135528371
1648,648,2500,1.0,159,2,0.0026795236270422,0.0859955698172556,0.0018536349212546,0.0523468825726082,0.0020308886983383,0.0523468825726082,0.0020302002220657,0.0523468825726082,0.0020361524757332,0.0510859843921805
1148,648,5000,0.25,293,2,0.0026270720692555,0.1329847505282017,0.002070475144445,0.0694980855170019,0.0022752366846042,0.0694980855170019,0.0022719754968634,0.0694980855170019,0.0022190237908127,0.0652556008467317
2148,648,5000,0.5,293,2,0.0015080059248778,0.0823618858244503,0.0013991582777268,0.0530786071697227,0.0013002313969905,0.0530786071697227,0.0013006381891194,0.0530786071697227,0.0012826388828217,0.052258391288748
1398,648,5000,0.75,293,2,0.0013323341178812,0.0584396417961511,0.0008421756290517,0.0404549023504082,0.0008773756735273,0.0404549023504082,0.0008773001289617,0.0404549023504082,0.0008632721777751,0.0403672979174487
2648,648,5000,1.0,293,2,0.0009738364145068,0.0464868226396006,0.0007544605112682,0.0353892858861166,0.0007438570934132,0.0353892858861166,0.0007438626183409,0.0353892858861166,0.0007333828804918,0.0353549234584741
149,649,1000,0.25,72,2,0.0110769249301177,0.4690013220780784,0.0252102873721666,0.2640476782924404,0.0147373222433576,0.2640476782924404,0.0163869273796036,0.2640476782924404,0.0153535119621585,0.1451081859934445
149,649,1000,0.5,72,2,0.009494790901748,0.272830711341866,0.0066418078908488,0.1475875683314205,0.0067367954776941,0.1475875683314205,0.0067370179916761,0.1475875683314205,0.0064034749334074,0.115419234014379
399,649,1000,0.75,72,2,0.0048063115036143,0.189802982308223,0.0056461525863954,0.0951781487154247,0.0049688168966437,0.0951781487154247,0.0049871567739071,0.0951781487154247,0.0046285643868852,0.0955107030397567
649,649,1000,1.0,72,2,0.005055960598422,0.1438258113737122,0.0031774034124701,0.089580260542998,0.0033307306462689,0.089580260542998,0.0033276926249171,0.089580260542998,0.0032495164310325,0.096542738341569
649,649,2500,0.25,159,2,0.0045751115911246,0.255065995061001,0.0043935806523628,0.1402470322689257,0.0040039956944048,0.1402470322689257,0.0040199019362399,0.1402470322689257,0.0041917514244581,0.1123659094106672
1149,649,2500,0.5,159,2,0.0034784426829538,0.1341827181526033,0.0036809580413163,0.065593281814248,0.0034779262901894,0.065593281814248,0.0034797028556819,0.065593281814248,0.0035813769400622,0.0637169573541946
899,649,2500,0.75,159,2,0.0017201545118992,0.1118989295302132,0.0018867838052767,0.068899256190497,0.0017618096587746,0.068899256190497,0.0017621326721447,0.068899256190497,0.0018082992406848,0.0683855881950627
1649,649,2500,1.0,159,2,0.0014577272541641,0.0930641269948606,0.0014114109797205,0.0568202874192619,0.0013745566871558,0.0568202874192619,0.0013746181451415,0.0568202874192619,0.001293671893769,0.0555487817514502
1149,649,5000,0.25,293,2,0.002933632969143,0.139881704303683,0.0017480151725016,0.076520990141622,0.0015412670474207,0.076520990141622,0.0015419497691887,0.076520990141622,0.0015434690503046,0.0735365481213063
2149,649,5000,0.5,293,2,0.0019753254199109,0.0792984445511641,0.0018561289868709,0.0471953976484895,0.0016712297082011,0.0471953976484895,0.0016714180117674,0.0471953976484895,0.0016334214700893,0.0461900512989134
1399,649,5000,0.75,293,2,0.0015455042972427,0.0615174207279359,0.0012657428800715,0.0365691508054763,0.0012498352545552,0.0365691508054763,0.0012498329787124,0.0365691508054763,0.0012558415720735,0.0361927075588258
2649,649,5000,1.0,293,2,0.0009042238167869,0.0558405891227543,0.0005919719244734,0.0359169901361117,0.0005848089262567,0.0359169901361117,0.0005848066666668,0.0359169901361117,0.0005876058201163,0.035690100849001
150,650,1000,0.25,72,2,0.0091107005499191,0.4472270607143893,0.0078055313169771,0.2534957637452789,0.0062183771294469,0.2534957637452789,0.0061184161802475,0.2534957637452789,0.0064502703621834,0.1694814241700984
150,650,1000,0.5,72,2,0.0129417166795728,0.2732127893913024,0.0145597980141807,0.1431362825843415,0.014212332382458,0.1431362825843415,0.0142187030207947,0.1431362825843415,0.0153248900743789,0.1109326496804549
400,650,1000,0.75,72,2,0.0048629560031491,0.193851565739765,0.0041179261731948,0.0979768330777883,0.0037818730234239,0.0979768330777883,0.0037896821941041,0.0979768330777883,0.0038335267043265,0.0966432477380218
650,650,1000,1.0,72,2,0.0039204468998201,0.1740402591335605,0.0044626067680747,0.078104264354742,0.0041242686704013,0.078104264354742,0.0041329204641111,0.078104264354742,0.0042717122114617,0.0698478522645927
650,650,2500,0.25,159,2,0.0032142646868064,0.2400273830093363,0.0023058921199485,0.124568286364121,0.0022512718085933,0.124568286364121,0.0022506343313858,0.124568286364121,0.0023595406499986,0.1037277359116993
1150,650,2500,0.5,159,2,0.0029248998919235,0.117793062338778,0.0019978318730893,0.0675873328824578,0.0019510228785941,0.0675873328824578,0.0019517115682606,0.0675873328824578,0.0019519463061666,0.0712192307257038
900,650,2500,0.75,159,2,0.0033533885934882,0.1008700947928984,0.0017613408806337,0.0613560484293912,0.001830291781311,0.0613560484293912,0.0018297121199374,0.0613560484293912,0.0018351177332515,0.0597984256645375
1650,650,2500,1.0,159,2,0.003583914536284,0.0788864007201511,0.0025634877484709,0.0507766083938533,0.0024740416302713,0.0507766083938533,0.0024743900457101,0.0507766083938533,0.0024853841923599,0.0512319419189462
1150,650,5000,0.25,293,2,0.0041089335206814,0.1388670685824757,0.0025562827633503,0.0726484045565667,0.0026559374831547,0.0726484045565667,0.0026543646109902,0.0726484045565667,0.0027047204901925,0.0687642462299324
2150,650,5000,0.5,293,2,0.0015475531958324,0.0781230327806058,0.0008856495973944,0.0519289531386107,0.0009141999737025,0.0519289531386107,0.0009140479941272,0.0519289531386107,0.0009218321563021,0.0521136459049684
1400,650,5000,0.75,293,2,0.001371773796447,0.0600764106052479,0.0012015765752995,0.0447967791446518,0.0011431460853709,0.0447967791446518,0.0011432650028166,0.0447967791446518,0.0011246539226108,0.0450901927680403
2650,650,5000,1.0,293,2,0.0018800832255048,0.0508688508284837,0.0010568746149546,0.0382425529616539,0.0010952734663205,0.0382425529616539,0.0010952123561671,0.0382425529616539,0.0010829347490358,0.0380100863139367
151,651,1000,0.25,72,2,0.0095910226937391,0.4502826771237261,0.0242067430909557,0.2740818389205297,0.0079786436557363,0.2740818389205297,0.0109773021281749,0.2740818389205297,0.0086929859964197,0.1873442262535395
151,651,1000,0.5,72,2,0.0123714374315116,0.25689386878615,0.0107891883845421,0.1169709131254148,0.0115922726311786,0.1169709131254148,0.0115287717963165,0.1169709131254148,0.0124538834629901,0.1056816192287446
401,651,1000,0.75,72,2,0.0046413830377655,0.1986909455519038,0.0040074866076023,0.1121154821424221,0.0034887042102307,0.1121154821424221,0.0034957319535076,0.1121154821424221,0.0035353337808836,0.1049626769324124
651,651,1000,1.0,72,2,0.0043933687232784,0.1693014575401678,0.0048165392839128,0.0972830074386724,0.004164728232415,0.0972830074386724,0.0041768688215413,0.0972830074386724,0.003864693462788,0.0945243589319959
651,651,2500,0.25,159,2,0.0051036132458858,0.2288202533110676,0.0030917689361457,0.1303913587262874,0.0026976630265006,0.1303913587262874,0.0026924213428112,0.1303913587262874,0.0026767016848308,0.1202419367625353
1151,651,2500,0.5,159,2,0.0030820218068752,0.1326013302752265,0.0030696104666221,0.0806905827912601,0.0025562115167378,0.0806905827912601,0.002559139142999,0.0806905827912601,0.0024912068385482,0.0792413573548014
901,651,2500,0.75,159,2,0.003951856705297,0.1055062088962435,0.0017438345003531,0.0633284873654271,0.0019943969389141,0.0633284873654271,0.0019934372263357,0.0633284873654271,0.0020573466624435,0.0616648011878967
1651,651,2500,1.0,159,2,0.0019812048081382,0.0802985966054561,0.0025941096197218,0.0563611132023276,0.002340093513366,0.0563611132023276,0.0023403023787121,0.0563611132023276,0.0023308076131369,0.0571613889886329
1151,651,5000,0.25,293,2,0.002265063674111,0.1354860708539967,0.0021555304427667,0.080315764409972,0.0014730001316273,0.080315764409972,0.0014783508335806,0.080315764409972,0.0013803096441818,0.0825121561548228
2151,651,5000,0.5,293,2,0.0020486769625699,0.0895241604689833,0.0010320848970081,0.05285428460243,0.0012252213744426,0.05285428460243,0.0012243748572041,0.05285428460243,0.0013444699302433,0.0522375052938579
1401,651,5000,0.75,293,2,0.0012308014942999,0.0767764348000144,0.0011427975172988,0.0454734540365536,0.0008135254530172,0.0454734540365536,0.000814670440166,0.0454734540365536,0.0008013965774268,0.0443122710212101
2651,651,5000,1.0,293,2,0.0020165708504257,0.0548470100565027,0.0010384495903128,0.0349369910081895,0.0012276085016951,0.0349369910081895,0.0012274496094522,0.0349369910081895,0.0012584056551644,0.0343929031807138
152,652,1000,0.25,72,2,0.0091115508767074,0.465667324802591,0.0125768827908805,0.2643079447602666,0.0076275593337457,0.2643079447602666,0.007341405417576,0.2643079447602666,0.008561922353677,0.1569073800339844
152,652,1000,0.5,72,2,0.0082913708175648,0.2392280411589109,0.0047889344639775,0.1314237312508126,0.0051812670946325,0.1314237312508126,0.0051583331166551,0.1314237312508126,0.0054093041158484,0.1282777491990407
402,652,1000,0.75,72,2,0.0070858065427282,0.191548471196196,0.0035798966852093,0.0748031403219716,0.0037672331806156,0.0748031403219716,0.0037574296663218,0.0748031403219716,0.0039960044111308,0.0629762063551871
652,652,1000,1.0,72,2,0.0082198419254308,0.1603320430055478,0.0057863186147529,0.0908611431164946,0.0061610660687687,0.0908611431164946,0.0061533520497894,0.0908611431164946,0.0064913318004307,0.0832283116113762
652,652,2500,0.25,159,2,0.0036835337977687,0.2270322995627747,0.0049901524656893,0.1138746030746489,0.003922501146236,0.1138746030746489,0.0039631085806159,0.1138746030746489,0.0035744909518775,0.1066463946089828
1152,652,2500,0.5,159,2,0.0018291068138716,0.1437957009298033,0.0014864284446433,0.0731377462271479,0.0014393115770706,0.0731377462271479,0.0014381402080318,0.0731377462271479,0.0014941908981013,0.0659133215764851
902,652,2500,0.75,159,2,0.0018761555473116,0.0972516688207542,0.0023484361209317,0.05353011423282,0.0020362179211919,0.05353011423282,0.0020371781521714,0.05353011423282,0.001996928902559,0.0525534998202419
